id,year,tournament,start_date,prize_money,atp_category,tourney_id
499,1977,Manila,1977-11-14,$75.000,D,362
500,1977,Santiago,1977-11-14,$50.000,E,361
501,1977,WCT Challenge Cup,1977-04-10,,Not ranked,3933
502,1977,Wembley,1977-11-15,$125.000,C,430
503,1977,Buenos Aires-2,1977-11-21,$75.000,D,303
504,1977,Oviedo,1977-11-21,$100.000,D,2012
505,1977,Taipei,1977-11-21,$50.000,E,333
506,1977,Bombay,1977-11-28,$50.000,E,1729
507,1977,Johannesburg-2,1977-11-28,$150.000,C,426
508,1977,Adelaide-2,1977-12-05,$100.000,D,2013
509,1977,Sydney-2,1977-12-12,$175.000,B,338
510,1977,Australian Open-2,1977-12-19,$200.000,AA,581
511,1977,Masters,1978-01-04,,Not ranked,605
512,1978,Birmingham WCT,1978-01-09,$175.000,B,1506
513,1978,Baltimore,1978-01-16,$100.000,D,816
514,1978,Pepsi Grand Slam,1978-01-20,,Not ranked,1725
515,1978,Philadelphia WCT,1978-01-23,$225.000,A,401
516,1978,Sarasota,1978-01-23,$50.000,E,709
517,1978,Little Rock,1978-01-30,$50.000,E,660
518,1978,Mexico City-1,1978-01-30,$50.000,E,7303
519,1978,Richmond WCT,1978-01-30,$175.000,B,802
520,1978,Springfield,1978-02-06,$75.000,D,682
521,1978,St Louis WCT,1978-02-06,$175.000,B,
522,1978,Palm Springs,1978-02-13,$225.000,A,404
523,1978,Denver,1978-02-20,$125.000,C,389
524,1978,Lagos,1978-02-27,$50.000,E,205
525,1978,Memphis,1978-02-27,$225.000,A,402
526,1978,Miami,1978-02-27,$50.000,E,681
527,1978,Cairo,1978-03-06,$38.000,F,206
528,1978,Washington-1,1978-03-13,$125.000,C,9211
529,1978,Las Vegas WCT,1978-03-20,,Not ranked,683
530,1978,Milan WCT,1978-03-27,$175.000,B,408
531,1978,Dayton,1978-03-28,$75.000,D,716
532,1978,Johannesburg-1,1978-04-03,$75.000,D,9239
533,1978,Rotterdam WCT,1978-04-03,$175.000,B,407
534,1978,Guadalajara,1978-04-10,$50.000,E,280
535,1978,Monte-Carlo WCT,1978-04-10,$175.000,B,410
536,1978,Houston WCT,1978-04-17,$175.000,B,405
537,1978,Nice,1978-04-17,$50.000,E,6120
538,1978,San Jose,1978-04-17,$50.000,E,356
539,1978,Las Vegas-2,1978-04-24,$250.000,A,413
540,1978,Tulsa,1978-04-24,$50.000,E,711
541,1978,WCT Finals,1978-05-09,,Not ranked,610
542,1978,Florence,1978-05-15,$50.000,E,310
543,1978,Hamburg,1978-05-15,$175.000,B,414
544,1978,Rome,1978-05-22,$175.000,B,416
545,1978,Munich,1978-05-23,$75.000,D,308
546,1978,Roland Garros,1978-05-29,$337.500,AA,520
547,1978,Birmingham-2,1978-06-12,$125.000,C,725
548,1978,Brussels,1978-06-12,$50.000,E,406
549,1978,Berlin,1978-06-19,$50.000,E,9240
550,1978,Queen's Club,1978-06-19,$125.000,C,311
551,1978,Wimbledon,1978-06-26,$270.000,AA,540
552,1978,Cincinnati,1978-07-10,$125.000,C,422
553,1978,Forest Hills WCT,1978-07-10,,Not ranked,415
554,1978,Gstaad,1978-07-10,$75.000,D,314
555,1978,Newport,1978-07-10,$75.000,D,315
556,1978,Bastad,1978-07-17,$75.000,D,316
557,1978,Stuttgart,1978-07-17,$50.000,E,321
558,1978,Washington-2,1978-07-17,$175.000,B,418
559,1978,Hilversum,1978-07-24,$50.000,E,317
560,1978,Kitzbuhel,1978-07-24,$75.000,D,319
561,1978,Louisville,1978-07-24,$175.000,B,663
562,1978,New Orleans,1978-07-31,$75.000,D,715
563,1978,North Conway,1978-07-31,$175.000,B,705
564,1978,South Orange,1978-07-31,$75.000,D,707
565,1978,Columbus,1978-08-07,$75.000,D,343
566,1978,Indianapolis,1978-08-07,$175.000,B,717
567,1978,Cleveland,1978-08-14,$50.000,E,320
568,1978,Stowe,1978-08-14,$75.000,D,349
569,1978,Toronto,1978-08-14,$175.000,B,421
570,1978,Atlanta,1978-08-21,$50.000,E,412
571,1978,Boston,1978-08-21,$200.000,B,417
572,1978,US Open,1978-08-29,$300.000,AA,560
573,1978,Bournemouth,1978-09-18,$50.000,E,347
574,1978,Hartford,1978-09-18,$75.000,D,819
575,1978,Los Angeles,1978-09-18,$200.000,B,423
576,1978,Aix-En-Provence,1978-09-25,$50.000,E,
577,1978,Mexico City-2,1978-09-25,$50.000,E,295
578,1978,San Francisco,1978-09-25,$175.000,B,424
579,1978,Madrid,1978-10-02,$100.000,D,309
580,1978,Maui,1978-10-02,$100.000,D,324
581,1978,Barcelona,1978-10-09,$175.000,B,425
582,1978,Brisbane,1978-10-09,$50.000,E,326
583,1978,Sydney-1,1978-10-16,$175.000,B,427
584,1978,Basel,1978-10-23,$75.000,D,328
585,1978,Tokyo-1,1978-10-23,$100.000,D,329
586,1978,Vienna,1978-10-23,$75.000,D,337
587,1978,Cologne,1978-10-30,$75.000,D,332
588,1978,Paris,1978-10-30,$50.000,E,7302
589,1978,Tokyo-2,1978-10-30,$200.000,B,428
590,1978,Hong Kong,1978-11-06,$75.000,D,336
591,1978,Stockholm,1978-11-06,$175.000,B,429
592,1978,Bogota,1978-11-13,$50.000,E,359
593,1978,Taipei,1978-11-13,$50.000,E,333
594,1978,Wembley,1978-11-14,$175.000,B,430
595,1978,Bologna,1978-11-20,$50.000,E,312
596,1978,Buenos Aires,1978-11-20,$175.000,B,303
597,1978,Manila,1978-11-20,$75.000,D,362
598,1978,Calcutta,1978-11-27,$50.000,E,680
599,1978,Johannesburg-2,1978-11-27,$175.000,B,426
600,1978,Santiago,1978-11-27,$75.000,D,361
601,1978,WCT Challenge Cup,1978-12-12,,Not ranked,3934
602,1978,Sydney-2,1978-12-18,$125.000,C,338
603,1978,Australian Open,1978-12-25,$300.000,AA,580
604,1978,Masters,1979-01-10,,Not ranked,605
605,1979,Hobart,1979-01-01,$50.000,2,713
606,1979,Auckland,1979-01-02,$50.000,2,301
607,1979,Baltimore,1979-01-15,$75.000,4,816
608,1979,Birmingham WCT,1979-01-15,$175.000,9,712
609,1979,Philadelphia WCT,1979-01-22,$250.000,14,401
610,1979,Little Rock,1979-01-29,$50.000,3,660
611,1979,Richmond,1979-01-29,$175.000,9,
612,1979,Pepsi Grand Slam,1979-02-10,,Not ranked,1725
613,1979,Rancho Mirage,1979-02-12,$250.000,15,404
614,1979,Sarasota,1979-02-12,$50.000,2,709
615,1979,Denver,1979-02-19,$125.000,7,389
616,1979,Dorado Beach WCT,1979-02-19,,Not ranked,6880
617,1979,Lagos,1979-02-26,$50.000,2,205
618,1979,Memphis,1979-02-26,$250.000,15,402
619,1979,Washington-1,1979-03-12,$125.000,7,9211
620,1979,Nancy,1979-03-19,$50.000,2,304
621,1979,New Orleans WCT,1979-03-19,$175.000,9,715
622,1979,San Jose-1,1979-03-19,$50.000,2,714
623,1979,Dayton,1979-03-26,$75.000,4,716
624,1979,Milan WCT,1979-03-26,$200.000,10,408
625,1979,Stuttgart-1,1979-03-26,$75.000,4,357
626,1979,Nice,1979-04-02,$50.000,3,6120
627,1979,Rotterdam WCT,1979-04-02,$175.000,9,407
628,1979,Cairo,1979-04-09,$75.000,3,206
629,1979,Monte-Carlo WCT,1979-04-09,$175.000,9,410
630,1979,Tulsa,1979-04-09,$50.000,3,711
631,1979,Houston WCT,1979-04-16,$175.000,9,405
632,1979,Johannesburg-1,1979-04-16,$75.000,3,9239
633,1979,San Jose-2,1979-04-16,$50.000,3,356
634,1979,Las Vegas,1979-04-23,$250.000,13,413
635,1979,WCT Finals,1979-05-02,,Not ranked,610
636,1979,Florence,1979-05-14,$50.000,2,310
637,1979,Hamburg,1979-05-14,$175.000,12,414
638,1979,Rome,1979-05-21,$200.000,13,416
639,1979,Munich,1979-05-22,$75.000,4,308
640,1979,Roland Garros,1979-05-28,$375.000,21,520
641,1979,Brussels,1979-06-11,$50.000,3,406
642,1979,Queen's Club,1979-06-11,$125.000,10,311
643,1979,Berlin,1979-06-18,$50.000,2,9240
644,1979,Surbiton,1979-06-18,$50.000,3,720
645,1979,Wimbledon,1979-06-25,$300.000,18,540
646,1979,Forest Hills WCT,1979-07-09,,Not ranked,415
647,1979,Gstaad,1979-07-09,$75.000,4,314
648,1979,Newport,1979-07-09,$100.000,5,315
649,1979,Bastad,1979-07-16,$75.000,3,316
650,1979,Stuttgart-2,1979-07-16,$75.000,4,321
651,1979,Washington-2,1979-07-16,$175.000,11,418
652,1979,Hilversum,1979-07-23,$75.000,3,317
653,1979,Kitzbuhel,1979-07-23,$75.000,3,319
654,1979,Louisville,1979-07-23,$175.000,11,1727
655,1979,Lafayette,1979-07-30,$75.000,3,1728
656,1979,North Conway,1979-07-30,$175.000,12,705
657,1979,South Orange,1979-07-30,$75.000,3,707
658,1979,Columbus,1979-08-06,$75.000,3,343
659,1979,Indianapolis,1979-08-06,$175.000,11,717
660,1979,Cleveland,1979-08-13,$50.000,2,320
661,1979,Stowe,1979-08-13,$75.000,3,349
662,1979,Toronto,1979-08-13,$175.000,12,421
663,1979,Boston,1979-08-20,$175.000,10,417
664,1979,Cincinnati,1979-08-20,$200.000,12,422
665,1979,US Open,1979-08-28,$300.000,18,560
666,1979,Atlanta,1979-09-10,$50.000,2,412
667,1979,Los Angeles,1979-09-17,$175.000,10,423
668,1979,Palermo,1979-09-17,$75.000,3,325
669,1979,Madrid,1979-09-24,$75.000,6,309
670,1979,San Francisco,1979-09-24,$175.000,10,424
671,1979,Bordeaux,1979-10-01,$50.000,3,323
672,1979,Maui,1979-10-01,$100.000,6,324
673,1979,Barcelona,1979-10-08,$175.000,11,425
674,1979,Brisbane,1979-10-08,$50.000,2,326
675,1979,Tel Aviv,1979-10-08,$50.000,2,330
676,1979,Basel,1979-10-15,$75.000,4,328
677,1979,Sydney-1,1979-10-15,$175.000,8,427
678,1979,Tokyo-1,1979-10-22,$125.000,8,329
679,1979,Vienna,1979-10-22,$100.000,7,337
680,1979,Cologne,1979-10-29,$75.000,4,332
681,1979,Paris,1979-10-29,$50.000,2,7302
682,1979,Tokyo-2,1979-10-30,$300.000,14,428
683,1979,Hong Kong,1979-11-05,$75.000,4,336
684,1979,Quito,1979-11-05,$50.000,2,353
685,1979,Stockholm,1979-11-05,$175.000,11,429
686,1979,Bogota,1979-11-12,$50.000,2,359
687,1979,Taipei,1979-11-12,$75.000,3,333
688,1979,Wembley,1979-11-13,$175.000,9,430
689,1979,Bologna,1979-11-19,$75.000,3,312
690,1979,Bombay,1979-11-19,$75.000,3,1729
691,1979,Buenos Aires,1979-11-19,$175.000,8,303
692,1979,Santiago,1979-11-26,$50.000,2,361
693,1979,Johannesburg-2,1979-11-27,$175.000,8,426
694,1979,WCT Challenge Cup,1979-12-04,,Not ranked,3934
695,1979,Adelaide,1979-12-10,$50.000,2,7308
696,1979,Sydney-2,1979-12-17,$100.000,7,338
697,1979,Australian Open,1979-12-24,$350.000,17,580
698,1979,Masters,1980-01-09,,Not ranked,605
699,1980,Hobart,1979-12-31,$50.000,2,713
700,1980,Auckland,1980-01-01,$50.000,2,301
701,1980,Baltimore,1980-01-14,$75.000,5,816
702,1980,Birmingham WCT,1980-01-14,$175.000,8,712
703,1980,Philadelphia WCT,1980-01-21,$250.000,13,401
704,1980,Richmond WCT,1980-01-28,$175.000,9,802
705,1980,San Juan,1980-01-28,$75.000,4,358
706,1980,Pepsi Grand Slam,1980-02-08,,Not ranked,1725
707,1980,Rancho Mirage,1980-02-11,$250.000,15,404
708,1980,Sarasota,1980-02-11,$50.000,2,709
709,1980,Denver,1980-02-18,$125.000,8,389
710,1980,WCT Invitational,1980-02-19,,Not ranked,355
711,1980,Lagos,1980-02-25,$50.000,2,205
712,1980,Memphis,1980-02-25,$250.000,14,402
713,1980,Cairo,1980-03-03,$75.000,3,206
714,1980,Washington-1,1980-03-03,$125.000,7,9211
715,1980,Rotterdam WCT,1980-03-10,$175.000,9,407
716,1980,San Jose,1980-03-10,$50.000,2,714
717,1980,Stuttgart-1,1980-03-10,$75.000,3,357
718,1980,Frankfurt WCT,1980-03-17,$175.000,9,348
719,1980,Metz,1980-03-17,$50.000,2,7305
720,1980,Dayton,1980-03-24,$75.000,4,716
721,1980,Milan WCT,1980-03-24,$200.000,10,408
722,1980,Nice,1980-03-24,$50.000,4,6120
723,1980,Monte-Carlo WCT,1980-03-31,$175.000,10,410
724,1980,New Orleans,1980-03-31,$75.000,5,715
725,1980,Tampa,1980-03-31,$50.000,2,346
726,1980,Houston WCT,1980-04-07,$175.000,9,405
727,1980,Tulsa,1980-04-07,$50.000,3,711
728,1980,Johannesburg-1,1980-04-08,$75.000,4,9239
729,1980,Los Angeles,1980-04-14,$175.000,10,423
730,1980,Las Vegas,1980-04-22,$300.000,14,413
731,1980,Sao Paulo,1980-04-28,$175.000,7,275
732,1980,WCT Finals,1980-04-28,,Not ranked,610
733,1980,Forest Hills WCT,1980-05-05,,Not ranked,415
734,1980,Florence,1980-05-12,$50.000,2,310
735,1980,Hamburg,1980-05-12,$200.000,12,414
736,1980,Rome,1980-05-19,$200.000,11,416
737,1980,Munich,1980-05-20,$75.000,4,308
738,1980,Roland Garros,1980-05-26,$400.000,22,520
739,1980,Brussels,1980-06-09,$50.000,3,406
740,1980,Queen's Club,1980-06-09,$125.000,9,311
741,1980,Surbiton,1980-06-16,$50.000,3,720
742,1980,Vienna-1,1980-06-18,$50.000,2,208
743,1980,Wimbledon,1980-06-23,$300.000,18,540
744,1980,Gstaad,1980-07-07,$125.000,6,314
745,1980,Newport,1980-07-07,$100.000,5,315
746,1980,Bastad,1980-07-14,$75.000,3,316
747,1980,Boston,1980-07-14,$175.000,10,417
748,1980,Stuttgart-2,1980-07-14,$75.000,3,321
749,1980,Hilversum,1980-07-21,$75.000,3,317
750,1980,Kitzbuhel,1980-07-21,$75.000,3,319
751,1980,Washington-2,1980-07-21,$175.000,11,418
752,1980,North Conway,1980-07-27,$175.000,10,705
753,1980,South Orange,1980-07-28,$75.000,3,707
754,1980,Columbus,1980-08-04,$75.000,3,343
755,1980,Indianapolis,1980-08-04,$200.000,10,717
756,1980,Cleveland,1980-08-11,$75.000,3,320
757,1980,Stowe,1980-08-11,$75.000,3,349
758,1980,Toronto,1980-08-11,$175.000,10,421
759,1980,Atlanta,1980-08-18,$75.000,4,412
760,1980,Cincinnati,1980-08-18,$200.000,11,422
761,1980,US Open,1980-08-26,$300.000,18,560
762,1980,Bournemouth,1980-09-08,$50.000,2,347
763,1980,Palermo,1980-09-08,$75.000,3,325
764,1980,Bordeaux,1980-09-22,$75.000,3,323
765,1980,Geneva,1980-09-22,$75.000,3,322
766,1980,San Francisco,1980-09-22,$175.000,11,424
767,1980,Madrid,1980-09-29,$125.000,8,309
768,1980,Maui,1980-09-29,$100.000,6,324
769,1980,Barcelona,1980-10-06,$175.000,9,425
770,1980,Brisbane,1980-10-06,$50.000,2,326
771,1980,Tel Aviv,1980-10-06,$50.000,3,330
772,1980,Basel,1980-10-13,$75.000,4,328
773,1980,Canton,1980-10-13,$50.000,2,376
774,1980,Sydney-1,1980-10-13,$175.000,9,427
775,1980,Melbourne,1980-10-20,$125.000,6,9342
776,1980,Tokyo-1,1980-10-20,$125.000,7,329
777,1980,Vienna-2,1980-10-20,$100.000,6,337
778,1980,Cologne,1980-10-27,$75.000,4,332
779,1980,Paris,1980-10-27,$50.000,2,7302
780,1980,Tokyo-2,1980-10-27,$300.000,15,428
781,1980,Hong Kong,1980-11-03,$75.000,4,336
782,1980,Quito,1980-11-03,$50.000,2,353
783,1980,Stockholm,1980-11-04,$200.000,11,429
784,1980,Bogota,1980-11-10,$50.000,2,359
785,1980,Taipei,1980-11-10,$75.000,3,333
786,1980,Wembley,1980-11-10,$175.000,9,430
787,1980,Bangkok,1980-11-17,$75.000,3,334
788,1980,Bologna,1980-11-17,$75.000,4,312
789,1980,Buenos Aires,1980-11-17,$175.000,8,303
790,1980,Santiago,1980-11-24,$50.000,2,361
791,1980,Johannesburg-2,1980-11-25,$175.000,8,426
792,1980,WCT Challenge Cup,1980-12-09,,Not ranked,3934
793,1980,Sofia,1980-12-15,$75.000,2,364
794,1980,Sydney-2,1980-12-15,$75.000,7,338
795,1980,Australian Open,1980-12-26,$350.000,18,580
796,1980,Masters,1981-01-14,,Not ranked,605
797,1981,Adelaide,1981-01-05,$50.000,2,7308
798,1981,Auckland,1981-01-05,$50.000,2,301
799,1981,Guaruja,1981-01-19,$75.000,3,237
800,1981,Monterrey WCT,1981-01-19,$175.000,9,345
801,1981,San Juan,1981-01-19,$75.000,3,358
802,1981,Philadelphia WCT,1981-01-26,$250.000,14,401
803,1981,Vina Del Mar,1981-01-26,$50.000,3,
804,1981,Mar Del Plata,1981-02-02,$75.000,4,
805,1981,Richmond WCT,1981-02-02,$175.000,8,802
806,1981,Pepsi Grand Slam,1981-02-13,,Not ranked,1725
807,1981,La Quinta,1981-02-16,$175.000,11,404
808,1981,Memphis,1981-02-23,$200.000,11,402
809,1981,Mexico City,1981-02-23,$75.000,3,294
810,1981,Denver,1981-03-02,$125.000,5,389
811,1981,Lagos,1981-03-02,$50.000,2,205
812,1981,Salisbury WCT,1981-03-02,,Not ranked,355
813,1981,Brussels WCT,1981-03-09,$175.000,7,406
814,1981,Cairo,1981-03-09,$75.000,4,206
815,1981,Tampa,1981-03-09,$75.000,3,346
816,1981,Nancy,1981-03-16,$50.000,4,304
817,1981,Rotterdam WCT,1981-03-16,$175.000,10,407
818,1981,Milan WCT,1981-03-23,$175.000,10,408
819,1981,Napa,1981-03-23,$50.000,3,356
820,1981,Stuttgart-1,1981-03-23,$75.000,3,357
821,1981,Frankfurt WCT,1981-03-30,$175.000,9,348
822,1981,Linz,1981-03-30,$50.000,2,351
823,1981,Houston WCT,1981-04-06,$175.000,8,405
824,1981,Johannesburg-1,1981-04-06,$75.000,4,9239
825,1981,Nice,1981-04-06,$50.000,2,6120
826,1981,Los Angeles,1981-04-13,$75.000,3.5,423
827,1981,Monte-Carlo,1981-04-13,$250.000,12,410
828,1981,Bournemouth,1981-04-20,$75.000,3,347
829,1981,Las Vegas,1981-04-20,$300.000,14,413
830,1981,WCT Finals,1981-04-28,,Not ranked,610
831,1981,Forest Hills WCT,1981-05-04,,Not ranked,415
832,1981,Florence,1981-05-11,$50.000,2,310
833,1981,Hamburg,1981-05-11,$200.000,13,414
834,1981,Munich,1981-05-18,$75.000,3,308
835,1981,Rome,1981-05-18,$200.000,11,416
836,1981,Roland Garros,1981-05-25,$450.000,20,520
837,1981,Brussels-2,1981-06-08,$50.000,3,273
838,1981,Queen's Club,1981-06-08,$125.000,9,311
839,1981,Bristol,1981-06-15,$75.000,4,313
840,1981,Wimbledon,1981-06-22,$450.000,20,540
841,1981,Gstaad,1981-07-06,$125.000,5,314
842,1981,Newport,1981-07-06,$100.000,4,315
843,1981,Boston,1981-07-13,$175.000,10,417
844,1981,Kitzbuhel,1981-07-13,$75.000,4,319
845,1981,Stuttgart-2,1981-07-13,$75.000,3,321
846,1981,Bastad,1981-07-20,$75.000,3,316
847,1981,Hilversum,1981-07-20,$75.000,3,317
848,1981,Washington,1981-07-20,$175.000,10,418
849,1981,North Conway,1981-07-28,$175.000,10,705
850,1981,South Orange,1981-07-28,$75.000,3,707
851,1981,Columbus,1981-08-03,$75.000,4,343
852,1981,Indianapolis,1981-08-03,$200.000,11,717
853,1981,Cleveland,1981-08-10,$75.000,3,320
854,1981,Montreal,1981-08-10,$200.000,12,421
855,1981,Stowe,1981-08-10,$75.000,3,349
856,1981,Atlanta,1981-08-17,$75.000,3,412
857,1981,Cincinnati,1981-08-17,$200.000,10,422
858,1981,US Open,1981-09-01,$500.000,22,560
859,1981,Palermo,1981-09-14,$75.000,4,325
860,1981,Bordeaux,1981-09-21,$75.000,3,323
861,1981,Geneva,1981-09-21,$75.000,4,322
862,1981,San Francisco,1981-09-21,$175.000,10,424
863,1981,Madrid,1981-09-29,$75.000,3,309
864,1981,Maui,1981-09-29,$50.000,4,324
865,1981,Barcelona,1981-10-05,$175.000,11,425
866,1981,Brisbane,1981-10-05,$50.000,2,326
867,1981,Tel Aviv,1981-10-05,$75.000,4,330
868,1981,Basel,1981-10-12,$75.000,3,328
869,1981,Sydney-1,1981-10-12,$175.000,8,427
870,1981,Melbourne,1981-10-19,$125.000,6,9342
871,1981,Tokyo-1,1981-10-19,$125.000,7,329
872,1981,Vienna,1981-10-19,$125.000,6,337
873,1981,Cologne,1981-10-26,$75.000,4,332
874,1981,Paris,1981-10-26,$50.000,2,7302
875,1981,Tokyo-2,1981-10-26,$300.000,14,428
876,1981,Hong Kong,1981-11-02,$75.000,3,336
877,1981,Quito,1981-11-02,$75.000,3,353
878,1981,Stockholm,1981-11-02,$200.000,12,429
879,1981,Taipei,1981-11-09,$75.000,3,333
880,1981,Wembley,1981-11-09,$200.000,11,430
881,1981,Bangkok,1981-11-16,$75.000,2,334
882,1981,Bologna,1981-11-16,$75.000,3,312
883,1981,Buenos Aires,1981-11-16,$175.000,7,303
884,1981,Johannesburg-2,1981-11-23,$300.000,12,426
885,1981,Manila,1981-11-23,$75.000,4,362
886,1981,Santiago,1981-11-23,$50.000,3,361
887,1981,Sofia,1981-12-14,$50.000,2,364
888,1981,Sydney-2,1981-12-14,$125.000,9,338
889,1981,Australian Open,1981-12-24,$400.000,20,580
890,1981,Masters,1982-01-13,,Not ranked,605
891,1982,Adelaide,1982-01-04,$75.000,3,7308
892,1982,Auckland,1982-01-11,$75.000,3,301
893,1982,Guaruja,1982-01-18,,Not ranked,201
894,1982,Mexico City WCT,1982-01-19,,Not ranked,7303
895,1982,Delray Beach WCT,1982-01-25,,Not ranked,803
896,1982,Philadelphia,1982-01-25,$300.000,14,401
897,1982,Vina Del Mar,1982-01-25,$75.000,3,
898,1982,Buenos Aires,1982-02-01,$75.000,3,303
899,1982,Denver,1982-02-01,$250.000,12,389
900,1982,Caracas,1982-02-08,$75.000,3,344
901,1982,Memphis,1982-02-08,$225.000,13,402
902,1982,Richmond WCT,1982-02-08,,Not ranked,802
903,1982,La Quinta,1982-02-15,$200.000,12,404
904,1982,Cairo,1982-02-22,$75.000,3,206
905,1982,Genoa WCT,1982-02-22,,Not ranked,808
906,1982,Monterrey,1982-02-22,$300.000,14,345
907,1982,Brussels,1982-03-08,$250.000,11,406
908,1982,Linz,1982-03-08,$75.000,3,351
909,1982,Munich WCT,1982-03-08,,Not ranked,804
910,1982,Metz,1982-03-15,$75.000,3,7305
911,1982,Rotterdam,1982-03-15,$250.000,12,407
912,1982,Strasbourg WCT,1982-03-15,,Not ranked,809
913,1982,Milan,1982-03-22,$350.000,16,408
914,1982,Zurich WCT,1982-03-28,,Not ranked,810
915,1982,Frankfurt,1982-03-29,$250.000,11,348
916,1982,Nice,1982-03-29,$75.000,4,6120
917,1982,Monte-Carlo,1982-04-05,$300.000,14,410
918,1982,Houston WCT,1982-04-12,,Not ranked,405
919,1982,Los Angeles-1,1982-04-12,$200.000,10,423
920,1982,Bournemouth,1982-04-19,$100.000,5,347
921,1982,Las Vegas,1982-04-19,$300.000,15,413
922,1982,WCT Finals,1982-04-20,,Not ranked,610
923,1982,Madrid,1982-04-26,$200.000,10,309
924,1982,Tampa,1982-04-26,$75.000,4,346
925,1982,Hilton Head WCT,1982-04-27,,Not ranked,724
926,1982,Forest Hills WCT,1982-05-02,,Not ranked,415
927,1982,Florence,1982-05-10,$75.000,3,310
928,1982,Hamburg,1982-05-10,$250.000,14,414
929,1982,Munich-2,1982-05-17,$75.000,4,308
930,1982,Rome,1982-05-17,$300.000,16,416
931,1982,Roland Garros,1982-05-24,$450.000,24,520
932,1982,Queen's Club,1982-06-07,$150.000,10,311
933,1982,Venice,1982-06-07,$75.000,3,702
934,1982,Bristol,1982-06-14,$100.000,5,313
935,1982,Wimbledon,1982-06-21,$500.000,26,540
936,1982,Gstaad,1982-07-05,$100.000,5,314
937,1982,Newport,1982-07-05,$100.000,4,315
938,1982,Bastad,1982-07-12,$75.000,3,316
939,1982,Boston,1982-07-12,$200.000,10,417
940,1982,Stuttgart Outdoor,1982-07-12,$75.000,4,
941,1982,Zell Am See WCT,1982-07-12,,Not ranked,811
942,1982,Hilversum,1982-07-19,$75.000,3,317
943,1982,Kitzbuhel,1982-07-19,$100.000,6,319
944,1982,Washington,1982-07-19,$200.000,12,418
945,1982,Cap d'Agde WCT,1982-07-26,,Not ranked,812
946,1982,North Conway,1982-07-26,$200.000,12,705
947,1982,South Orange,1982-07-26,$75.000,3,707
948,1982,Columbus,1982-08-03,$100.000,5,343
949,1982,Indianapolis,1982-08-03,$200.000,12,717
950,1982,Cleveland,1982-08-09,$75.000,3,320
951,1982,Toronto,1982-08-09,$300.000,16,421
952,1982,Carlsbad WCT,1982-08-10,,nan,813
953,1982,Cincinnati,1982-08-16,$300.000,17,422
954,1982,Stowe,1982-08-16,$75.000,3,349
955,1982,US Open,1982-08-31,$600.000,30,560
956,1982,Palermo,1982-09-13,$100.000,5,325
957,1982,Bordeaux,1982-09-20,$75.000,3,323
958,1982,Geneva,1982-09-20,$75.000,4,322
959,1982,Los Angeles WCT,1982-09-20,,nan,814
960,1982,San Francisco,1982-09-20,$200.000,10,424
961,1982,Maui,1982-09-27,$100.000,4,324
962,1982,Barcelona,1982-10-04,$200.000,12,425
963,1982,Melbourne-1,1982-10-04,$100.000,4,9342
964,1982,Basel,1982-10-11,$100.000,5,328
965,1982,Sydney-1,1982-10-11,$200.000,9,427
966,1982,Naples WCT,1982-10-14,,Not ranked,806
967,1982,Amsterdam WCT,1982-10-18,,Not ranked,815
968,1982,Tokyo-1,1982-10-18,$125.000,8,329
969,1982,Vienna,1982-10-18,$100.000,5,337
970,1982,Cologne,1982-10-25,$75.000,4,332
971,1982,Paris,1982-10-25,$75.000,3,7302
972,1982,Tokyo-2,1982-10-25,$300.000,14,428
973,1982,Baltimore WCT,1982-11-01,,Not ranked,816
974,1982,Hong Kong,1982-11-01,$100.000,5,336
975,1982,Quito,1982-11-01,$75.000,3,353
976,1982,Stockholm,1982-11-01,$250.000,14,429
977,1982,Taipei,1982-11-08,$75.000,3,333
978,1982,Wembley,1982-11-08,$200.000,10,430
979,1982,Ancona,1982-11-15,$75.000,3,704
980,1982,Bangkok,1982-11-15,$75.000,3,334
981,1982,Dortmund WCT,1982-11-15,,Not ranked,817
982,1982,Sao Paulo,1982-11-15,$200.000,9,237
983,1982,Itaparica,1982-11-22,$75.000,3,240
984,1982,Johannesburg,1982-11-22,$300.000,14,426
985,1982,Chicago WCT,1982-11-30,,Not ranked,818
986,1982,Australian Open,1982-12-02,$450.000,22,580
987,1982,Toulouse,1982-12-06,$75.000,3,327
988,1982,Sydney-2,1982-12-13,$125.000,8,338
989,1982,Hartford WCT,1982-12-14,,Not ranked,819
990,1982,Adelaide,1982-01-04,$75.000,3,7308
991,1982,Melbourne-2,1982-12-28,$75.000,3,340
992,1982,Masters,1983-01-18,,Not ranked,605
993,1983,Auckland,1983-01-10,$75.000,3,301
994,1983,Detroit WCT,1983-01-24,,Not ranked,805
995,1983,Guaruja,1983-01-24,$200.000,10,201
996,1983,Caracas,1983-01-31,$75.000,3,344
997,1983,Philadelphia,1983-01-31,$300.000,16,401
998,1983,Richmond WCT,1983-02-07,,Not ranked,802
999,1983,Memphis,1983-02-14,$250.000,14,402
1000,1983,Vina Del Mar,1983-02-14,$75.000,3,
1001,1983,Delray Beach WCT,1983-02-21,,Not ranked,803
1002,1983,La Quinta,1983-02-21,$200.000,12,404
1003,1983,Monterrey,1983-02-28,$75.000,3,345
1004,1983,Brussels,1983-03-07,$250.000,12,406
1005,1983,Nancy,1983-03-07,$75.000,3,304
1006,1983,Munich WCT,1983-03-14,,Not ranked,804
1007,1983,Rotterdam,1983-03-14,$250.000,12,407
