id,year,tournament,start_date,prize_money,atp_category,tourney_id
1008,1983,Milan,1983-03-21,$350.000,16,408
1009,1983,Nice,1983-03-21,$75.000,4,6120
1010,1983,Monte-Carlo,1983-03-28,$300.000,15,410
1011,1983,Houston WCT,1983-04-04,,Not ranked,405
1012,1983,Lisbon,1983-04-04,$250.000,12,723
1013,1983,Aix-en-Provence,1983-04-11,$75.000,4,342
1014,1983,Los Angeles,1983-04-11,$200.000,11,423
1015,1983,Hilton Head WCT,1983-04-12,,Not ranked,724
1016,1983,Bournemouth,1983-04-18,$125.000,6,347
1017,1983,Las Vegas,1983-04-18,$312.500,16,413
1018,1983,Madrid,1983-04-25,$200.000,9,309
1019,1983,Tampa,1983-04-25,$75.000,4,346
1020,1983,WCT Finals,1983-04-26,,Not ranked,610
1021,1983,Forest Hills WCT,1983-05-01,,Not ranked,415
1022,1983,Florence,1983-05-09,$75.000,4,310
1023,1983,Hamburg,1983-05-09,$250.000,14,414
1024,1983,Munich-2,1983-05-16,$75.000,4,308
1025,1983,Rome,1983-05-16,$300.000,16,416
1026,1983,Roland Garros,1983-05-23,$675.000,33,520
1027,1983,Queen's,1983-06-06,$200.000,12,
1028,1983,Venice,1983-06-06,$75.000,3,702
1029,1983,Bristol,1983-06-13,$100.000,5,313
1030,1983,Wimbledon,1983-06-20,$750.000,36,540
1031,1983,Gstaad,1983-07-04,$100.000,5,314
1032,1983,Newport,1983-07-04,$100.000,4,315
1033,1983,Bastad,1983-07-11,$75.000,3,316
1034,1983,Boston,1983-07-11,$200.000,10,417
1035,1983,Stuttgart,1983-07-11,$100.000,6,321
1036,1983,Hilversum,1983-07-18,$75.000,3,317
1037,1983,Kitzbuhel,1983-07-18,$100.000,5,319
1038,1983,Washington,1983-07-18,$200.000,11,418
1039,1983,North Conway,1983-07-25,$200.000,12,705
1040,1983,South Orange,1983-07-25,$75.000,3,707
1041,1983,Columbus,1983-08-01,$100.000,5,343
1042,1983,Indianapolis,1983-08-01,$300.000,16,717
1043,1983,Montreal,1983-08-08,$300.000,19,421
1044,1983,Cincinnati,1983-08-15,$300.000,17,422
1045,1983,Stowe,1983-08-15,$75.000,3,349
1046,1983,US Open,1983-08-30,$850.000,40,560
1047,1983,Dallas,1983-09-12,$200.000,9,388
1048,1983,Palermo,1983-09-12,$100.000,5,325
1049,1983,Bordeaux,1983-09-19,$75.000,3,323
1050,1983,Geneva,1983-09-19,$75.000,4,322
1051,1983,San Francisco,1983-09-19,$200.000,10,424
1052,1983,Maui,1983-09-25,$100.000,4,324
1053,1983,Barcelona,1983-10-03,$200.000,12,425
1054,1983,Brisbane,1983-10-03,$100.000,5,326
1055,1983,Basel,1983-10-10,$100.000,5,328
1056,1983,Sydney-1,1983-10-10,$200.000,9,427
1057,1983,Tel Aviv,1983-10-10,$75.000,3,330
1058,1983,Tokyo-1,1983-10-17,$125.000,8,329
1059,1983,Vienna,1983-10-17,$100.000,5,337
1060,1983,Cologne,1983-10-24,$75.000,4,332
1061,1983,Tokyo-2,1983-10-24,$300.000,14,428
1062,1983,Hong Kong,1983-10-31,$100.000,5,336
1063,1983,Stockholm,1983-10-31,$250.000,13,429
1064,1983,Taipei,1983-11-07,$75.000,3,333
1065,1983,Wembley,1983-11-07,$250.000,13,430
1066,1983,Ferrara,1983-11-14,$75.000,3,703
1067,1983,Johannesburg,1983-11-21,$300.000,13,426
1068,1983,Toulouse,1983-11-21,$75.000,3,327
1069,1983,Australian Open,1983-11-29,$500.000,24,580
1070,1983,Sydney-2,1983-12-12,$125.000,8,338
1071,1983,Adelaide,1983-12-29,$75.000,3,7308
1072,1983,Masters,1984-01-10,,Not ranked,605
1073,1984,Auckland,1984-01-09,$75.000,3,301
1074,1984,Philadelphia,1984-01-23,$300.000,10,401
1075,1984,Richmond WCT,1984-02-01,$100.000,Not ranked,802
1076,1984,Memphis,1984-02-06,$250.000,9,402
1077,1984,La Quinta,1984-02-13,$200.000,10,404
1078,1984,Madrid,1984-02-27,$200.000,7,309
1079,1984,Brussels,1984-03-05,$250.000,8,406
1080,1984,Metz,1984-03-12,$75.000,3,7305
1081,1984,Rotterdam,1984-03-12,$250.000,8,407
1082,1984,Milan,1984-03-19,$350.000,10,408
1083,1984,Boca Raton,1984-03-26,$300.000,8,718
1084,1984,Bari,1984-04-02,$75.000,3,306
1085,1984,Houston WCT,1984-04-02,$250.000,Not ranked,405
1086,1984,Luxembourg,1984-04-09,$250.000,8,431
1087,1984,Nice,1984-04-09,$75.000,3,6120
1088,1984,Monte-Carlo,1984-04-16,$325.000,10,410
1089,1984,Aix-en-Provence,1984-04-23,$75.000,3,342
1090,1984,WCT Finals,1984-04-24,$500.000,Not ranked,610
1091,1984,Forest Hills WCT,1984-05-06,$300.000,Not ranked,415
1092,1984,Hamburg,1984-05-07,$300.000,10,414
1093,1984,Florence,1984-05-07,$75.000,3,310
1094,1984,Munich,1984-05-14,$75.000,3,308
1095,1984,Rome,1984-05-13,$350.000,11,416
1096,1984,Roland Garros,1984-05-28,$1.100.000,26,520
1097,1984,Queen's Club,1984-06-11,$200.000,10,311
1098,1984,Bristol,1984-06-18,$100.000,7,313
1099,1984,Wimbledon,1984-06-25,$886.985,26,540
1100,1984,Gstaad,1984-07-09,$125.000,4,314
1101,1984,Newport,1984-07-09,$100.000,4,315
1102,1984,Stuttgart,1984-07-16,$100.000,4,321
1103,1984,Bastad,1984-07-16,$75.000,3,316
1104,1984,Boston,1984-07-16,$200.000,7,417
1105,1984,Washington,1984-07-23,$200.000,9,418
1106,1984,Hilversum,1984-07-23,$75.000,3,317
1107,1984,Kitzbuhel,1984-07-23,$100.000,5,319
1108,1984,Livingston,1984-07-30,$75.000,3,318
1109,1984,North Conway,1984-07-30,$200.000,10,705
1110,1984,Cleveland,1984-08-06,$75.000,3,320
1111,1984,Indianapolis,1984-08-06,$300.000,10,717
1112,1984,Columbus,1984-08-13,$100.000,4,343
1113,1984,Toronto,1984-08-13,$300.000,11,421
1114,1984,Cincinnati,1984-08-20,$300.000,11,422
1115,1984,US Open,1984-08-28,$1.130.676,28,560
1116,1984,Los Angeles,1984-09-10,$200.000,8,423
1117,1984,Palermo,1984-09-10,$100.000,4,325
1118,1984,Tel Aviv,1984-09-10,$75.000,3,330
1119,1984,Bordeaux,1984-09-17,$75.000,3,323
1120,1984,Geneva,1984-09-17,$100.000,4,322
1121,1984,San Francisco,1984-09-17,$200.000,7,424
1122,1984,Honolulu,1984-09-24,$100.000,4,324
1123,1984,Barcelona,1984-10-01,$200.000,10,425
1124,1984,Brisbane,1984-10-01,$100.000,4,326
1125,1984,Basel,1984-10-08,$125.000,5,328
1126,1984,Sydney-1,1984-10-08,$225.000,7,427
1127,1984,Tokyo-1,1984-10-08,$150.000,7,329
1128,1984,Cologne,1984-10-15,$75.000,3,332
1129,1984,Melbourne-1,1984-10-15,$150.000,7,9342
1130,1984,Tokyo-2,1984-10-15,$300.000,9,428
1131,1984,Hong Kong,1984-10-22,$200.000,7,336
1132,1984,Vienna,1984-10-22,$100.000,4,337
1133,1984,Stockholm,1984-10-29,$250.000,9,429
1134,1984,Taipei,1984-10-29,$75.000,3,333
1135,1984,Wembley,1984-11-05,$223.520,8,430
1136,1984,Treviso,1984-11-12,$75.000,3,335
1137,1984,Johannesburg,1984-11-19,$250.000,7,426
1138,1984,Toulouse,1984-11-19,$100.000,4,327
1139,1984,Australian Open,1984-11-26,$558.405,18,580
1140,1984,Sydney-2,1984-12-10,$125.000,8,338
1141,1984,Adelaide,1984-12-17,$75.000,3,7308
1142,1984,Melbourne-2,1984-12-24,$75.000,3,340
1143,1984,Masters,1985-01-08,$400.000,Not ranked,605
1144,1985,Auckland,1985-01-07,$80.000,3,301
1145,1985,Philadelphia,1985-01-21,$300.000,10,401
1146,1985,Memphis,1985-01-28,$250.000,9,402
1147,1985,Delray Beach,1985-02-04,$750.000,22,403
1148,1985,La Quinta,1985-02-18,$300.000,11,404
1149,1985,Toronto Indoor,1985-02-18,$200.000,5,302
1150,1985,Houston,1985-02-25,$300.000,9,405
1151,1985,Buenos Aires,1985-02-25,$80.000,3,303
1152,1985,Brussels,1985-03-11,$250.000,7,406
1153,1985,Rotterdam,1985-03-18,$250.000,8,407
1154,1985,Nancy,1985-03-18,$75.000,3,304
1155,1985,Milan,1985-03-25,$350.000,9,408
1156,1985,Fort Myers,1985-03-25,$75.000,8,727
1157,1985,Monte-Carlo,1985-04-01,$325.000,12,410
1158,1985,Chicago,1985-04-01,$200.000,8,411
1159,1985,Munich,1985-05-06,$75.000,4,308
1160,1985,Nice,1985-04-08,$75.000,3,6120
1161,1985,WCT Finals,1985-04-08,$500.000,Not ranked,610
1162,1985,Bari,1985-04-15,$75.000,3,306
1163,1985,Atlanta,1985-04-22,$100.000,9,412
1164,1985,Marbella,1985-04-22,$75.000,4,307
1165,1985,Las Vegas,1985-04-29,$200.000,11,413
1166,1985,Hamburg,1985-04-29,$300.000,10,414
1167,1985,Forest Hills,1985-05-06,$500.000,16,415
1168,1985,Rome,1985-05-13,$350.000,13,416
1169,1985,Madrid,1985-05-13,$200.000,3,309
1170,1985,Florence,1985-05-20,$75.000,3,310
1171,1985,Roland Garros,1985-05-27,$975.000,26,520
1172,1985,Queen's Club,1985-06-10,$200.000,10,311
1173,1985,Bologna,1985-06-10,$75.000,3,312
1174,1985,Bristol,1985-06-17,$100.000,8,313
1175,1985,Wimbledon,1985-06-24,$1.093.491,28,540
1176,1985,Boston,1985-07-08,$200.000,9,417
1177,1985,Gstaad,1985-07-08,$125.000,6,314
1178,1985,Newport,1985-07-08,$100.000,4,315
1179,1985,Washington,1985-07-15,$200.000,9,418
1180,1985,Bastad,1985-07-15,$75.000,3,316
1181,1985,Indianapolis,1985-07-22,$300.000,11,717
1182,1985,Livingston,1985-07-22,$75.000,3,318
1183,1985,Hilversum,1985-07-22,$75.000,3,317
1184,1985,Stratton Mountain,1985-08-05,$200.000,8,420
1185,1985,Kitzbuhel,1985-08-05,$100.000,9,319
1186,1985,Montreal,1985-08-12,$300.000,11,421
1187,1985,Cleveland,1985-08-12,$75.000,3,320
1188,1985,Cincinnati,1985-08-19,$300.000,12,422
1189,1985,US Open,1985-08-27,$3.073.500,28,560
1190,1985,Stuttgart,1985-09-09,$100.000,4,321
1191,1985,Palermo,1985-09-09,$100.000,4,325
1192,1985,Los Angeles,1985-09-16,$200.000,8,423
1193,1985,Geneva,1985-09-16,$100.000,4,322
1194,1985,Bordeaux,1985-09-16,$75.000,3,323
1195,1985,San Francisco,1985-09-23,$200.000,8,424
1196,1985,Barcelona,1985-09-23,$200.000,10,425
1197,1985,Johannesburg,1985-10-07,$250.000,7,426
1198,1985,Toulouse,1985-10-07,$100.000,5,327
1199,1985,Brisbane,1985-10-07,$100.000,3,326
1200,1985,Sydney-1,1985-10-14,$225.000,8,427
1201,1985,Basel,1985-10-14,$125.000,6,328
1202,1985,Tokyo-1,1985-10-14,$150.000,8,329
1203,1985,Tel Aviv,1985-10-14,$75.000,3,330
1204,1985,Tokyo-2,1985-10-21,$300.000,9,428
1205,1985,Melbourne-1,1985-10-21,$150.000,4,9342
1206,1985,Cologne,1985-10-21,$75.000,3,332
1207,1985,Stockholm,1985-11-04,$250.000,9,429
1208,1985,Wembley,1985-11-11,$223.520,9,430
1209,1985,Hong Kong,1985-11-18,$200.000,7,336
1210,1985,Vienna,1985-11-18,$100.000,5,337
1211,1985,Australian Open,1985-11-25,$645.225,18,580
1212,1985,Sydney-2,1985-12-09,$125.000,7,338
1213,1985,Adelaide,1985-12-16,$75.000,3,7308
1214,1985,Melbourne-2,1985-12-23,$75.000,3,340
1215,1985,Masters,1986-01-14,$500.000,Not ranked,605
1216,1986,Auckland,1986-01-06,$85.000,3,301
1217,1986,Philadelphia,1986-01-27,$375.000,11,401
1218,1986,Memphis,1986-02-03,$250.000,9,402
1219,1986,Toronto-1,1986-02-03,$125.000,5,302
1220,1986,Boca Raton,1986-02-10,$750.000,22,403
1221,1986,La Quinta,1986-02-24,$300.000,11,404
1222,1986,Milan,1986-03-10,$350.000,9,408
1223,1986,Metz,1986-03-10,$75.000,3,7305
1224,1986,Fort Myers,1986-03-17,$75.000,8,727
1225,1986,Brussels,1986-03-17,$250.000,8,406
1226,1986,Rotterdam,1986-03-24,$250.000,8,407
1227,1986,Chicago,1986-03-24,$200.000,8,411
1228,1986,Atlanta,1986-03-31,$100.000,7,412
1229,1986,Cologne,1986-03-31,$75.000,4,332
1230,1986,WCT Finals,1986-04-07,$500.000,Not ranked,610
1231,1986,Bari,1986-04-07,$75.000,3,306
1232,1986,Nice,1986-04-14,$75.000,3,6120
1233,1986,Monte-Carlo,1986-04-21,$325.000,11,410
1234,1986,Indianapolis,1986-04-28,$300.000,11,717
1235,1986,Madrid,1986-04-28,$200.000,3,309
1236,1986,Forest Hills,1986-05-05,$500.000,Not ranked,415
1237,1986,Munich,1986-05-05,$75.000,4,308
1238,1986,Rome,1986-05-12,$350.000,13,416
1239,1986,Florence,1986-05-19,$75.000,3,310
1240,1986,Roland Garros,1986-05-26,$1.125.000,28,520
1241,1986,Queen's Club,1986-06-09,$200.000,10,311
1242,1986,Bologna,1986-06-09,$75.000,3,312
1243,1986,Bristol,1986-06-16,$100.000,5,313
1244,1986,Athens,1986-06-16,$75.000,5,367
1245,1986,Wimbledon,1986-06-23,$1.306.690,28,540
1246,1986,Gstaad,1986-07-07,$125.000,7,314
1247,1986,Bordeaux,1986-07-07,$75.000,5,323
1248,1986,Newport,1986-07-07,$100.000,4,315
1249,1986,Boston,1986-07-21,$200.000,9,417
1250,1986,Livingston,1986-07-21,$75.000,3,318
1251,1986,Bastad,1986-07-21,$75.000,6,316
1252,1986,Washington,1986-07-28,$200.000,9,418
1253,1986,Hilversum,1986-07-28,$75.000,4,317
1254,1986,Stratton Mountain,1986-08-04,$200.000,11,420
1255,1986,Kitzbuhel,1986-08-04,$100.000,9,319
1256,1986,Toronto-2,1986-08-11,$125.000,11,421
1257,1986,St. Vincent,1986-08-11,$75.000,3,366
1258,1986,Cincinnati,1986-08-18,$300.000,13,422
1259,1986,US Open,1986-08-26,$1.400.000,28,560
1260,1986,Stuttgart,1986-09-08,$100.000,6,321
1261,1986,Geneva,1986-09-08,$100.000,7,322
1262,1986,Los Angeles,1986-09-15,$200.000,8,423
1263,1986,Hamburg,1986-09-15,$300.000,11,414
1264,1986,San Francisco,1986-09-22,$200.000,7,424
1265,1986,Barcelona,1986-09-22,$200.000,10,425
1266,1986,Palermo,1986-09-29,$100.000,4,325
1267,1986,Tel Aviv,1986-10-06,$75.000,3,330
1268,1986,Toulouse,1986-10-06,$100.000,6,327
1269,1986,Scottsdale,1986-10-06,$100.000,7,433
1270,1986,Sydney,1986-10-13,$225.000,8,427
1271,1986,Basel,1986-10-13,$125.000,6,328
1272,1986,Tokyo-1,1986-10-13,$150.000,8,329
1273,1986,Tokyo-2,1986-10-20,$300.000,9,428
1274,1986,Vienna,1986-10-20,$100.000,5,337
1275,1986,Paris,1986-10-27,$250.000,13,352
1276,1986,Hong Kong,1986-10-27,$200.000,7,336
1277,1986,Stockholm,1986-11-03,$250.000,11,429
1278,1986,Wembley,1986-11-10,$223.520,9,430
1279,1986,Buenos Aires,1986-11-10,$80.000,3,303
1280,1986,Johannesburg,1986-11-17,$250.000,9,426
1281,1986,Houston,1986-11-17,$300.000,7,405
1282,1986,Itaparica,1986-11-24,$75.000,5,240
1283,1986,Masters,1986-12-01,$500.000,Not ranked,605
1284,1986,nan,,,nan,
1285,1987,Auckland,1987-01-05,$115.000,3,301
1286,1987,Adelaide,1986-12-30,$93.400,3,7308
1287,1987,Australian Open,1987-01-12,$699.984,19,580
1288,1987,Sydney-1,1987-01-26,$93.400,3,338
1289,1987,Guaruja,1987-01-26,$89.400,4,201
1290,1987,Lyon,1987-02-02,$150.000,6,7309
1291,1987,Philadelphia,1987-02-02,$375.000,12,401
1292,1987,Memphis,1987-02-09,$250.000,9,402
1293,1987,Indian Wells,1987-02-16,$250.000,12,404
1294,1987,Key Biscayne,1987-02-23,$500.000,22,403
1295,1987,Orlando,1987-03-16,$100.000,8,409
1296,1987,Rotterdam,1987-03-16,$250.000,8,407
1297,1987,Brussels,1987-03-23,$250.000,8,406
1298,1987,Nancy,1987-03-23,$75.000,4,304
1299,1987,Chicago,1987-03-30,$200.000,8,411
1300,1987,Milan,1987-03-30,$350.000,8,408
1301,1987,Bari,1987-04-06,$75.000,3,306
1302,1987,WCT Finals,1987-04-07,$500.000,Not ranked,610
1303,1987,Nice,1987-04-13,$75.000,3,6120
1304,1987,Tokyo-1,1987-04-13,$150.000,13,329
1305,1987,Monte-Carlo,1987-04-20,$415.000,13,410
1306,1987,Seoul,1987-04-20,$100.000,4,434
1307,1987,Hamburg,1987-04-27,$300.000,11,414
1308,1987,Munich,1987-05-04,$75.000,6,308
1309,1987,Forest Hills,1987-05-04,$500.000,Not ranked,415
1310,1987,Rome,1987-05-11,$350.000,15,416
1311,1987,Florence,1987-05-18,$75.000,3,310
1312,1987,Roland Garros,1987-05-25,$1.325.000,30,520
1313,1987,Queen's Club,1987-06-08,$200.000,11,311
1314,1987,Bologna,1987-06-08,$75.000,3,312
1315,1987,Bristol,1987-06-15,$100.000,4,313
1316,1987,Athens,1987-06-15,$75.000,5,367
1317,1987,Wimbledon,1987-06-22,$1.467.542,30,540
1318,1987,Gstaad,1987-07-06,$125.000,7,314
1319,1987,Boston,1987-07-06,$200.000,9,417
1320,1987,Newport,1987-07-06,$100.000,4,315
1321,1987,Bordeaux,1987-07-13,$75.000,6,323
1322,1987,Stuttgart,1987-07-13,$100.000,9,321
1323,1987,Indianapolis,1987-07-13,$300.000,12,717
1324,1987,Livingston,1987-07-13,$75.000,3,318
1325,1987,Schenectady,1987-07-20,$75.000,4,224
1326,1987,Washington,1987-07-27,$200.000,9,418
1327,1987,Bastad,1987-07-27,$75.000,7,316
1328,1987,Hilversum,1987-07-27,$75.000,6,317
1329,1987,Kitzbuhel,1987-08-03,$100.000,10,319
1330,1987,Stratton Mountain,1987-08-03,$200.000,8,420
1331,1987,Montreal,1987-08-10,$300.000,11,421
1332,1987,St. Vincent,1987-08-10,$75.000,5,366
1333,1987,Prague,1987-08-10,$75.000,6,379
1334,1987,Cincinnati,1987-08-17,$300.000,13,422
1335,1987,Rye Brook,1987-08-24,$75.000,4,435
1336,1987,US Open,1987-09-01,$3.979.294,32,560
1337,1987,Geneva,1987-09-14,$100.000,7,322
1338,1987,Madrid,1987-09-14,$200.000,4,309
1339,1987,Los Angeles,1987-09-21,$200.000,8,423
1340,1987,Barcelona,1987-09-21,$200.000,9,425
1341,1987,Palermo,1987-09-28,$100.000,4,325
1342,1987,San Francisco,1987-09-28,$200.000,8,424
1343,1987,Scottsdale,1987-10-05,$100.000,7,433
1344,1987,Basel,1987-10-05,$125.000,7,328
1345,1987,Brisbane,1987-10-05,$100.000,6,326
1346,1987,Toulouse,1987-10-12,$100.000,7,327
1347,1987,Sydney-2,1987-10-12,$93.400,8,427
1348,1987,Tel Aviv,1987-10-12,$75.000,4,330
1349,1987,Vienna,1987-10-19,$100.000,6,337
1350,1987,Tokyo-2,1987-10-20,$300.000,9,428
1351,1987,Hong Kong,1987-10-26,$200.000,7,336
1352,1987,Paris,1987-11-02,$250.000,16,352
1353,1987,Stockholm,1987-11-02,$250.000,14,429
1354,1987,Sao Paulo,1987-11-09,$75.000,4,237
1355,1987,Frankfurt,1987-11-10,$75.000,6,348
1356,1987,Wembley,1987-11-10,$223.520,10,430
1357,1987,Buenos Aires,1987-11-16,$80.000,3,303
1358,1987,Johannesburg,1987-11-16,$250.000,9,426
1359,1987,Itaparica,1987-11-23,$75.000,12,240
1360,1987,Masters,1987-12-02,$500.000,Not ranked,605
1361,1988,Wellington,1987-12-28,$115.000,5,354
1362,1988,Adelaide,1987-12-28,$93.400,4,7308
1363,1988,Sydney-1,1988-01-04,$93.400,4,338
1364,1988,Auckland,1988-01-04,$93.400,4,301
1365,1988,Australian Open,1988-01-11,$699.984,24,580
1366,1988,Guaruja,1988-01-25,$93.400,4,201
1367,1988,Lyon,1988-02-08,$150.000,8,7309
1368,1988,Rotterdam,1988-02-08,$250.000,10,407
1369,1988,Milan,1988-02-15,$350.000,11,408
1370,1988,Memphis,1988-02-15,$250.000,11,402
1371,1988,Philadelphia,1988-02-22,$375.000,15,401
1372,1988,Metz,1988-02-22,$75.000,5,7305
1373,1988,Indian Wells,1988-02-29,$250.000,17,404
1374,1988,Orlando,1988-03-07,$100.000,10,409
1375,1988,Key Biscayne,1988-03-14,$500.000,24,403
1376,1988,WCT Finals,1988-03-28,$500.000,Not ranked,610
1377,1988,Tokyo-1,1988-04-11,$150.000,16,329
1378,1988,Nice,1988-04-11,$75.000,6,6120
1379,1988,Madrid,1988-04-11,$200.000,5,309
1380,1988,Monte-Carlo,1988-04-18,$375.000,13,410
1381,1988,Seoul,1988-04-18,$100.000,5,434
1382,1988,Hamburg,1988-04-25,$300.000,16,414
1383,1988,Charleston,1988-04-25,$100.000,7,717
1384,1988,Munich,1988-05-02,$75.000,8,308
1385,1988,Forest Hills,1988-05-02,$485.000,Not ranked,415
1386,1988,Rome,1988-05-09,$350.000,19,416
1387,1988,Florence,1988-05-16,$75.000,4,310
1388,1988,Roland Garros,1988-05-23,$1.645.000,34,520
1389,1988,Queen's Club,1988-06-06,$200.000,13,311
1390,1988,Bologna,1988-06-06,$75.000,2,312
1391,1988,Bristol,1988-06-13,$100.000,4,313
1392,1988,Athens,1988-06-13,$75.000,5,367
1393,1988,Wimbledon,1988-06-20,$1.815.396,34,540
1394,1988,Gstaad,1988-07-04,$125.000,8,314
1395,1988,Boston,1988-07-04,$200.000,13,417
1396,1988,Newport,1988-07-04,$100.000,5,315
1397,1988,Bastad,1988-07-11,$75.000,9,316
1398,1988,Stuttgart,1988-07-11,$100.000,10,321
1399,1988,Washington,1988-07-18,$200.000,12,418
1400,1988,Schenectady,1988-07-18,$75.000,4,224
1401,1988,Hilversum,1988-07-25,$75.000,6,317
1402,1988,Bordeaux,1988-07-25,$75.000,8,323
1403,1988,Stratton Mountain,1988-07-25,$200.000,16,420
1404,1988,Kitzbuhel,1988-08-01,$100.000,12,319
1405,1988,Indianapolis,1988-08-01,$300.000,13,419
1406,1988,Toronto,1988-08-08,$300.000,15,421
1407,1988,St. Vincent,1988-08-08,$75.000,6,366
1408,1988,Prague,1988-08-08,$75.000,6,379
1409,1988,Cincinnati,1988-08-15,$300.000,17,422
1410,1988,Livingston,1988-08-15,$75.000,4,318
1411,1988,Rye Brook,1988-08-22,$75.000,4,435
1412,1988,US Open,1988-08-29,$1.683.333,34,560
1413,1988,Barcelona,1988-09-12,$200.000,13,425
1414,1988,Geneva,1988-09-19,$100.000,7,322
1415,1988,Los Angeles,1988-09-19,$200.000,10,423
1416,1988,Bari,1988-09-19,$75.000,4,306
1417,1988,Seoul Olympics,1988-09-19,$100.000,Not ranked,96
1418,1988,San Francisco,1988-09-26,$200.000,10,424
1419,1988,Palermo,1988-09-26,$100.000,4,325
1420,1988,Brisbane,1988-10-04,$100.000,6,326
1421,1988,Scottsdale,1988-10-03,$100.000,Not ranked,433
1422,1988,Basel,1988-10-04,$125.000,8,328
1423,1988,Toulouse,1988-10-10,$100.000,8,327
1424,1988,Sydney-2,1988-10-10,$93.400,12,427
1425,1988,Tel Aviv,1988-10-10,$75.000,5,330
1426,1988,Vienna,1988-10-17,$100.000,6,337
1427,1988,Frankfurt,1988-10-17,$75.000,6,348
1428,1988,Tokyo-2,1988-10-18,$300.000,13,428
1429,1988,Paris,1988-10-24,$250.000,20,352
1430,1988,Sao Paulo,1988-10-31,$75.000,5,237
1431,1988,Stockholm,1988-10-31,$250.000,16,429
1432,1988,Buenos Aires,1988-11-07,$80.000,4,303
1433,1988,Wembley,1988-11-08,$223.520,10,430
1434,1988,Johannesburg,1988-11-14,$250.000,13,426
1435,1988,Detroit,1988-11-14,$75.000,10,437
1436,1988,Itaparica,1988-11-21,$75.000,8,240
1437,1988,Brussels,1988-11-21,$250.000,11,406
1438,1988,Masters,1988-11-30,$500.000,Not ranked,605
1439,1988,nan,,,nan,
1440,1989,Wellington,1989-01-02,$115.000,6,354
1441,1989,Adelaide,1989-01-02,$93.400,4,7308
1442,1989,Sydney-1,1989-01-09,$115.000,5,338
1443,1989,Auckland,1989-01-09,$115.000,6,301
1444,1989,Australian Open,1989-01-16,$933.342,25,580
1445,1989,Guaruja,1989-02-06,$93.400,4,201
1446,1989,Rotterdam,1989-02-06,$300.000,10,407
1447,1989,Milan,1989-02-13,$300.000,11,408
1448,1989,Memphis,1989-02-13,$250.000,11,402
1449,1989,Lyon,1989-02-20,$261.000,9,7309
1450,1989,Philadelphia,1989-02-20,$500.000,15,401
1451,1989,Nancy,1989-02-27,$150.000,5,304
1452,1989,WCT Finals,1989-02-28,$500.000,Not ranked,610
1453,1989,Scottsdale,1989-03-06,$250.000,10,433
1454,1989,Indian Wells,1989-03-13,$300.000,17,404
1455,1989,Key Biscayne,1989-03-20,$500.000,24,403
1456,1989,Athens,1989-04-10,$125.000,4,367
1457,1989,Rio de Janeiro,1989-04-10,$150.000,7,215
1458,1989,Seoul,1989-04-10,$150.000,4,434
1459,1989,Nice,1989-04-17,$150.000,6,6120
1460,1989,Tokyo-1,1989-04-17,$200.000,15,329
1461,1989,Monte-Carlo,1989-04-24,$400.000,15,410
1462,1989,Singapore,1989-04-24,$150.000,5,456
1463,1989,Munich,1989-05-01,$150.000,8,308
1464,1989,Forest Hills,1989-05-01,$300.000,Not ranked,415
1465,1989,Hamburg,1989-05-08,$300.000,17,414
1466,1989,Charleston,1989-05-08,$150.000,7,717
1467,1989,Rome,1989-05-15,$400.000,20,416
1468,1989,Florence,1989-05-22,$125.000,4,310
1469,1989,Roland Garros,1989-05-29,$1.945.000,37,520
1470,1989,Queen's Club,1989-06-12,$250.000,13,311
1471,1989,Bologna,1989-06-12,$125.000,4,312
1472,1989,Bristol,1989-06-19,$150.000,4,313
1473,1989,Bari,1989-06-19,$125.000,4,306
1474,1989,Wimbledon,1989-06-26,$2.204.162,39,540
1475,1989,Gstaad,1989-07-10,$150.000,9,314
1476,1989,Boston,1989-07-10,$200.000,12,417
1477,1989,Newport,1989-07-10,$100.000,5,315
1478,1989,Schenectady,1989-07-17,$75.000,4,224
1479,1989,Washington,1989-07-24,$250.000,12,418
1480,1989,Hilversum,1989-07-24,$150.000,6,317
1481,1989,Stuttgart,1989-07-24,$200.000,10,321
1482,1989,Kitzbuhel,1989-07-31,$150.000,13,319
1483,1989,Bastad,1989-07-31,$150.000,9,316
1484,1989,Stratton Mountain,1989-07-31,$200.000,17,420
1485,1989,Livingston,1989-08-07,$100.000,4,318
1486,1989,Prague,1989-08-07,$150.000,6,379
1487,1989,Indianapolis,1989-08-07,$300.000,13,419
1488,1989,Montreal,1989-08-14,$300.000,18,421
1489,1989,St. Vincent,1989-08-14,$100.000,6,366
1490,1989,Cincinnati,1989-08-14,$300.000,17,422
1491,1989,San Marino,1989-08-21,$100.000,4,475
1492,1989,US Open,1989-08-28,$2.000.000,37,560
1493,1989,Madrid,1989-09-11,$200.000,7,309
1494,1989,Geneva,1989-09-11,$125.000,7,322
1495,1989,Barcelona,1989-09-18,$250.000,13,425
1496,1989,Los Angeles,1989-09-18,$250.000,10,423
1497,1989,San Francisco,1989-09-25,$200.000,10,424
1498,1989,Bordeaux,1989-09-25,$150.000,8,323
1499,1989,Palermo,1989-09-25,$125.000,7,325
1500,1989,Brisbane,1989-10-02,$125.000,6,326
1501,1989,Orlando,1989-10-02,$150.000,10,409
1502,1989,Basel,1989-10-03,$150.000,11,328
1503,1989,Toulouse,1989-10-09,$150.000,8,327
