round,match_id,section,player_1,player_2
F,F-01,Final,Nuno Borges,Sebastian Baez
F,F-01,Final,Nuno Borges,Stan Wawrinka
F,F-01,Final,Nuno Borges,Tallon Griekspoor
F,F-01,Final,Nuno Borges,Terence Atmane
F,F-01,Final,Nuno Borges,Tomas Martin Etcheverry
F,F-01,Final,Nuno Borges,Valentin Vacherot
F,F-01,Final,Qualifier,Sebastian Baez
F,F-01,Final,Qualifier,Stan Wawrinka
F,F-01,Final,Qualifier,Stefanos Tsitsipas
F,F-01,Final,Qualifier,Tallon Griekspoor
F,F-01,Final,Qualifier,Terence Atmane
F,F-01,Final,Qualifier,Tomas Martin Etcheverry
F,F-01,Final,Qualifier,Tomas Machac
F,F-01,Final,Qualifier,Ugo Humbert
F,F-01,Final,Qualifier,Valentin Vacherot
F,F-01,Final,Qualifier,Zizou Bergs
F,F-01,Final,Sebastian Baez,Stefanos Tsitsipas
F,F-01,Final,Sebastian Baez,Tomas Machac
F,F-01,Final,Sebastian Baez,Ugo Humbert
F,F-01,Final,Sebastian Baez,Zizou Bergs
F,F-01,Final,Stan Wawrinka,Stefanos Tsitsipas
F,F-01,Final,Stan Wawrinka,Tomas Machac
F,F-01,Final,Stan Wawrinka,Ugo Humbert
F,F-01,Final,Stan Wawrinka,Zizou Bergs
F,F-01,Final,Stefanos Tsitsipas,Tallon Griekspoor
F,F-01,Final,Stefanos Tsitsipas,Terence Atmane
F,F-01,Final,Stefanos Tsitsipas,Tomas Martin Etcheverry
F,F-01,Final,Stefanos Tsitsipas,Valentin Vacherot
F,F-01,Final,Tallon Griekspoor,Tomas Machac
F,F-01,Final,Tallon Griekspoor,Ugo Humbert
F,F-01,Final,Tallon Griekspoor,Zizou Bergs
F,F-01,Final,Terence Atmane,Tomas Machac
F,F-01,Final,Terence Atmane,Ugo Humbert
F,F-01,Final,Terence Atmane,Zizou Bergs
F,F-01,Final,Tomas Martin Etcheverry,Tomas Machac
F,F-01,Final,Tomas Martin Etcheverry,Ugo Humbert
F,F-01,Final,Tomas Martin Etcheverry,Zizou Bergs
F,F-01,Final,Tomas Machac,Valentin Vacherot
F,F-01,Final,Ugo Humbert,Valentin Vacherot
F,F-01,Final,Valentin Vacherot,Zizou Bergs
