round,match_id,section,player_1,player_2
F,F-01,Final,Alexei Popyrin,Flavio Cobolli
F,F-01,Final,Alexei Popyrin,Frances Tiafoe
F,F-01,Final,Alexei Popyrin,Fabian Marozsan
F,F-01,Final,Alexei Popyrin,Gael Monfils
F,F-01,Final,Alexei Popyrin,Grigor Dimitrov
F,F-01,Final,Alexei Popyrin,Hubert Hurkacz
F,F-01,Final,Alexei Popyrin,Jakub Mensik
F,F-01,Final,Alexei Popyrin,Jiri Lehecka
F,F-01,Final,Alexei Popyrin,Kamil Majchrzak
F,F-01,Final,Alexei Popyrin,Lorenzo Musetti
F,F-01,Final,Alexei Popyrin,Luciano Darderi
F,F-01,Final,Alexei Popyrin,Miomir Kecmanovic
F,F-01,Final,Alexei Popyrin,Marton Fucsovics
F,F-01,Final,Alexei Popyrin,Qualifier
F,F-01,Final,Alexei Popyrin,Sebastian Baez
F,F-01,Final,Alexei Popyrin,Stan Wawrinka
F,F-01,Final,Alexei Popyrin,Tallon Griekspoor
F,F-01,Final,Alexei Popyrin,Terence Atmane
F,F-01,Final,Alexei Popyrin,Tomas Martin Etcheverry
F,F-01,Final,Alexei Popyrin,Valentin Vacherot
F,F-01,Final,Andrey Rublev,Cameron Norrie
F,F-01,Final,Andrey Rublev,Carlos Alcaraz
F,F-01,Final,Andrey Rublev,Denis Shapovalov
F,F-01,Final,Andrey Rublev,Flavio Cobolli
F,F-01,Final,Andrey Rublev,Frances Tiafoe
F,F-01,Final,Andrey Rublev,Fabian Marozsan
F,F-01,Final,Andrey Rublev,Gael Monfils
F,F-01,Final,Andrey Rublev,Grigor Dimitrov
F,F-01,Final,Andrey Rublev,Hubert Hurkacz
F,F-01,Final,Andrey Rublev,Jakub Mensik
F,F-01,Final,Andrey Rublev,Jiri Lehecka
F,F-01,Final,Andrey Rublev,Kamil Majchrzak
F,F-01,Final,Andrey Rublev,Lorenzo Musetti
F,F-01,Final,Andrey Rublev,Luciano Darderi
F,F-01,Final,Andrey Rublev,Miomir Kecmanovic
F,F-01,Final,Andrey Rublev,Marton Fucsovics
F,F-01,Final,Andrey Rublev,Qualifier
F,F-01,Final,Andrey Rublev,Sebastian Baez
F,F-01,Final,Andrey Rublev,Stan Wawrinka
F,F-01,Final,Andrey Rublev,Tallon Griekspoor
F,F-01,Final,Andrey Rublev,Terence Atmane
F,F-01,Final,Andrey Rublev,Tomas Martin Etcheverry
F,F-01,Final,Andrey Rublev,Valentin Vacherot
F,F-01,Final,Arthur Rinderknech,Cameron Norrie
F,F-01,Final,Arthur Rinderknech,Carlos Alcaraz
F,F-01,Final,Arthur Rinderknech,Denis Shapovalov
F,F-01,Final,Arthur Rinderknech,Flavio Cobolli
F,F-01,Final,Arthur Rinderknech,Frances Tiafoe
F,F-01,Final,Arthur Rinderknech,Fabian Marozsan
F,F-01,Final,Arthur Rinderknech,Gael Monfils
F,F-01,Final,Arthur Rinderknech,Grigor Dimitrov
F,F-01,Final,Arthur Rinderknech,Hubert Hurkacz
F,F-01,Final,Arthur Rinderknech,Jakub Mensik
F,F-01,Final,Arthur Rinderknech,Jiri Lehecka
F,F-01,Final,Arthur Rinderknech,Kamil Majchrzak
F,F-01,Final,Arthur Rinderknech,Lorenzo Musetti
F,F-01,Final,Arthur Rinderknech,Luciano Darderi
F,F-01,Final,Arthur Rinderknech,Miomir Kecmanovic
F,F-01,Final,Arthur Rinderknech,Marton Fucsovics
F,F-01,Final,Arthur Rinderknech,Qualifier
F,F-01,Final,Arthur Rinderknech,Sebastian Baez
F,F-01,Final,Arthur Rinderknech,Stan Wawrinka
F,F-01,Final,Arthur Rinderknech,Tallon Griekspoor
F,F-01,Final,Arthur Rinderknech,Terence Atmane
F,F-01,Final,Arthur Rinderknech,Tomas Martin Etcheverry
F,F-01,Final,Arthur Rinderknech,Valentin Vacherot
F,F-01,Final,Cameron Norrie,Casper Ruud
F,F-01,Final,Cameron Norrie,Corentin Moutet
F,F-01,Final,Cameron Norrie,Daniel Altmaier
F,F-01,Final,Cameron Norrie,Daniil Medvedev
F,F-01,Final,Cameron Norrie,Francisco Cerundolo
F,F-01,Final,Cameron Norrie,Felix Auger-Aliassime
F,F-01,Final,Cameron Norrie,Gabriel Diallo
F,F-01,Final,Cameron Norrie,Giovanni Mpetshi Perricard
F,F-01,Final,Cameron Norrie,Jannik Sinner
F,F-01,Final,Cameron Norrie,Joao Fonseca
F,F-01,Final,Cameron Norrie,Karen Khachanov
F,F-01,Final,Cameron Norrie,Marin Cilic
F,F-01,Final,Cameron Norrie,Matteo Berrettini
F,F-01,Final,Cameron Norrie,Moise Kouame
F,F-01,Final,Cameron Norrie,Nuno Borges
F,F-01,Final,Cameron Norrie,Qualifier
F,F-01,Final,Cameron Norrie,Stefanos Tsitsipas
F,F-01,Final,Cameron Norrie,Tomas Machac
F,F-01,Final,Cameron Norrie,Ugo Humbert
F,F-01,Final,Cameron Norrie,Zizou Bergs
F,F-01,Final,Carlos Alcaraz,Casper Ruud
F,F-01,Final,Carlos Alcaraz,Corentin Moutet
F,F-01,Final,Carlos Alcaraz,Daniel Altmaier
F,F-01,Final,Carlos Alcaraz,Daniil Medvedev
F,F-01,Final,Carlos Alcaraz,Francisco Cerundolo
F,F-01,Final,Carlos Alcaraz,Felix Auger-Aliassime
F,F-01,Final,Carlos Alcaraz,Gabriel Diallo
F,F-01,Final,Carlos Alcaraz,Giovanni Mpetshi Perricard
F,F-01,Final,Carlos Alcaraz,Jannik Sinner
F,F-01,Final,Carlos Alcaraz,Joao Fonseca
F,F-01,Final,Carlos Alcaraz,Karen Khachanov
F,F-01,Final,Carlos Alcaraz,Marin Cilic
F,F-01,Final,Carlos Alcaraz,Matteo Berrettini
F,F-01,Final,Carlos Alcaraz,Moise Kouame
F,F-01,Final,Carlos Alcaraz,Nuno Borges
F,F-01,Final,Carlos Alcaraz,Qualifier
F,F-01,Final,Carlos Alcaraz,Stefanos Tsitsipas
F,F-01,Final,Carlos Alcaraz,Tomas Machac
F,F-01,Final,Carlos Alcaraz,Ugo Humbert
F,F-01,Final,Carlos Alcaraz,Zizou Bergs
F,F-01,Final,Casper Ruud,Denis Shapovalov
F,F-01,Final,Casper Ruud,Flavio Cobolli
F,F-01,Final,Casper Ruud,Frances Tiafoe
F,F-01,Final,Casper Ruud,Fabian Marozsan
F,F-01,Final,Casper Ruud,Gael Monfils
F,F-01,Final,Casper Ruud,Grigor Dimitrov
F,F-01,Final,Casper Ruud,Hubert Hurkacz
F,F-01,Final,Casper Ruud,Jakub Mensik
F,F-01,Final,Casper Ruud,Jiri Lehecka
F,F-01,Final,Casper Ruud,Kamil Majchrzak
F,F-01,Final,Casper Ruud,Lorenzo Musetti
F,F-01,Final,Casper Ruud,Luciano Darderi
F,F-01,Final,Casper Ruud,Miomir Kecmanovic
F,F-01,Final,Casper Ruud,Marton Fucsovics
F,F-01,Final,Casper Ruud,Qualifier
F,F-01,Final,Casper Ruud,Sebastian Baez
F,F-01,Final,Casper Ruud,Stan Wawrinka
F,F-01,Final,Casper Ruud,Tallon Griekspoor
F,F-01,Final,Casper Ruud,Terence Atmane
F,F-01,Final,Casper Ruud,Tomas Martin Etcheverry
F,F-01,Final,Casper Ruud,Valentin Vacherot
F,F-01,Final,Corentin Moutet,Denis Shapovalov
F,F-01,Final,Corentin Moutet,Flavio Cobolli
F,F-01,Final,Corentin Moutet,Frances Tiafoe
F,F-01,Final,Corentin Moutet,Fabian Marozsan
F,F-01,Final,Corentin Moutet,Gael Monfils
F,F-01,Final,Corentin Moutet,Grigor Dimitrov
F,F-01,Final,Corentin Moutet,Hubert Hurkacz
F,F-01,Final,Corentin Moutet,Jakub Mensik
F,F-01,Final,Corentin Moutet,Jiri Lehecka
F,F-01,Final,Corentin Moutet,Kamil Majchrzak
F,F-01,Final,Corentin Moutet,Lorenzo Musetti
F,F-01,Final,Corentin Moutet,Luciano Darderi
F,F-01,Final,Corentin Moutet,Miomir Kecmanovic
F,F-01,Final,Corentin Moutet,Marton Fucsovics
F,F-01,Final,Corentin Moutet,Qualifier
F,F-01,Final,Corentin Moutet,Sebastian Baez
F,F-01,Final,Corentin Moutet,Stan Wawrinka
F,F-01,Final,Corentin Moutet,Tallon Griekspoor
F,F-01,Final,Corentin Moutet,Terence Atmane
F,F-01,Final,Corentin Moutet,Tomas Martin Etcheverry
F,F-01,Final,Corentin Moutet,Valentin Vacherot
F,F-01,Final,Daniel Altmaier,Denis Shapovalov
F,F-01,Final,Daniel Altmaier,Flavio Cobolli
F,F-01,Final,Daniel Altmaier,Frances Tiafoe
F,F-01,Final,Daniel Altmaier,Fabian Marozsan
F,F-01,Final,Daniel Altmaier,Gael Monfils
F,F-01,Final,Daniel Altmaier,Grigor Dimitrov
F,F-01,Final,Daniel Altmaier,Hubert Hurkacz
F,F-01,Final,Daniel Altmaier,Jakub Mensik
F,F-01,Final,Daniel Altmaier,Jiri Lehecka
F,F-01,Final,Daniel Altmaier,Kamil Majchrzak
F,F-01,Final,Daniel Altmaier,Lorenzo Musetti
F,F-01,Final,Daniel Altmaier,Luciano Darderi
F,F-01,Final,Daniel Altmaier,Miomir Kecmanovic
F,F-01,Final,Daniel Altmaier,Marton Fucsovics
F,F-01,Final,Daniel Altmaier,Qualifier
F,F-01,Final,Daniel Altmaier,Sebastian Baez
F,F-01,Final,Daniel Altmaier,Stan Wawrinka
F,F-01,Final,Daniel Altmaier,Tallon Griekspoor
F,F-01,Final,Daniel Altmaier,Terence Atmane
F,F-01,Final,Daniel Altmaier,Tomas Martin Etcheverry
F,F-01,Final,Daniel Altmaier,Valentin Vacherot
F,F-01,Final,Daniil Medvedev,Denis Shapovalov
F,F-01,Final,Daniil Medvedev,Flavio Cobolli
F,F-01,Final,Daniil Medvedev,Frances Tiafoe
F,F-01,Final,Daniil Medvedev,Fabian Marozsan
F,F-01,Final,Daniil Medvedev,Gael Monfils
F,F-01,Final,Daniil Medvedev,Grigor Dimitrov
F,F-01,Final,Daniil Medvedev,Hubert Hurkacz
F,F-01,Final,Daniil Medvedev,Jakub Mensik
F,F-01,Final,Daniil Medvedev,Jiri Lehecka
F,F-01,Final,Daniil Medvedev,Kamil Majchrzak
F,F-01,Final,Daniil Medvedev,Lorenzo Musetti
F,F-01,Final,Daniil Medvedev,Luciano Darderi
F,F-01,Final,Daniil Medvedev,Miomir Kecmanovic
F,F-01,Final,Daniil Medvedev,Marton Fucsovics
F,F-01,Final,Daniil Medvedev,Qualifier
F,F-01,Final,Daniil Medvedev,Sebastian Baez
F,F-01,Final,Daniil Medvedev,Stan Wawrinka
F,F-01,Final,Daniil Medvedev,Tallon Griekspoor
F,F-01,Final,Daniil Medvedev,Terence Atmane
F,F-01,Final,Daniil Medvedev,Tomas Martin Etcheverry
F,F-01,Final,Daniil Medvedev,Valentin Vacherot
F,F-01,Final,Denis Shapovalov,Francisco Cerundolo
F,F-01,Final,Denis Shapovalov,Felix Auger-Aliassime
F,F-01,Final,Denis Shapovalov,Gabriel Diallo
F,F-01,Final,Denis Shapovalov,Giovanni Mpetshi Perricard
F,F-01,Final,Denis Shapovalov,Jannik Sinner
F,F-01,Final,Denis Shapovalov,Joao Fonseca
F,F-01,Final,Denis Shapovalov,Karen Khachanov
F,F-01,Final,Denis Shapovalov,Marin Cilic
F,F-01,Final,Denis Shapovalov,Matteo Berrettini
F,F-01,Final,Denis Shapovalov,Moise Kouame
F,F-01,Final,Denis Shapovalov,Nuno Borges
F,F-01,Final,Denis Shapovalov,Qualifier
F,F-01,Final,Denis Shapovalov,Stefanos Tsitsipas
F,F-01,Final,Denis Shapovalov,Tomas Machac
F,F-01,Final,Denis Shapovalov,Ugo Humbert
F,F-01,Final,Denis Shapovalov,Zizou Bergs
F,F-01,Final,Flavio Cobolli,Francisco Cerundolo
F,F-01,Final,Flavio Cobolli,Felix Auger-Aliassime
F,F-01,Final,Flavio Cobolli,Gabriel Diallo
F,F-01,Final,Flavio Cobolli,Giovanni Mpetshi Perricard
F,F-01,Final,Flavio Cobolli,Jannik Sinner
F,F-01,Final,Flavio Cobolli,Joao Fonseca
F,F-01,Final,Flavio Cobolli,Karen Khachanov
F,F-01,Final,Flavio Cobolli,Marin Cilic
F,F-01,Final,Flavio Cobolli,Matteo Berrettini
F,F-01,Final,Flavio Cobolli,Moise Kouame
F,F-01,Final,Flavio Cobolli,Nuno Borges
F,F-01,Final,Flavio Cobolli,Qualifier
F,F-01,Final,Flavio Cobolli,Stefanos Tsitsipas
F,F-01,Final,Flavio Cobolli,Tomas Machac
F,F-01,Final,Flavio Cobolli,Ugo Humbert
F,F-01,Final,Flavio Cobolli,Zizou Bergs
F,F-01,Final,Frances Tiafoe,Francisco Cerundolo
F,F-01,Final,Frances Tiafoe,Felix Auger-Aliassime
F,F-01,Final,Frances Tiafoe,Gabriel Diallo
F,F-01,Final,Frances Tiafoe,Giovanni Mpetshi Perricard
F,F-01,Final,Frances Tiafoe,Jannik Sinner
F,F-01,Final,Frances Tiafoe,Joao Fonseca
F,F-01,Final,Frances Tiafoe,Karen Khachanov
F,F-01,Final,Frances Tiafoe,Marin Cilic
F,F-01,Final,Frances Tiafoe,Matteo Berrettini
F,F-01,Final,Frances Tiafoe,Moise Kouame
F,F-01,Final,Frances Tiafoe,Nuno Borges
F,F-01,Final,Frances Tiafoe,Qualifier
F,F-01,Final,Frances Tiafoe,Stefanos Tsitsipas
F,F-01,Final,Frances Tiafoe,Tomas Machac
F,F-01,Final,Frances Tiafoe,Ugo Humbert
F,F-01,Final,Frances Tiafoe,Zizou Bergs
F,F-01,Final,Francisco Cerundolo,Fabian Marozsan
F,F-01,Final,Francisco Cerundolo,Gael Monfils
F,F-01,Final,Francisco Cerundolo,Grigor Dimitrov
F,F-01,Final,Francisco Cerundolo,Hubert Hurkacz
F,F-01,Final,Francisco Cerundolo,Jakub Mensik
F,F-01,Final,Francisco Cerundolo,Jiri Lehecka
F,F-01,Final,Francisco Cerundolo,Kamil Majchrzak
F,F-01,Final,Francisco Cerundolo,Lorenzo Musetti
F,F-01,Final,Francisco Cerundolo,Luciano Darderi
F,F-01,Final,Francisco Cerundolo,Miomir Kecmanovic
F,F-01,Final,Francisco Cerundolo,Marton Fucsovics
F,F-01,Final,Francisco Cerundolo,Qualifier
F,F-01,Final,Francisco Cerundolo,Sebastian Baez
F,F-01,Final,Francisco Cerundolo,Stan Wawrinka
F,F-01,Final,Francisco Cerundolo,Tallon Griekspoor
F,F-01,Final,Francisco Cerundolo,Terence Atmane
F,F-01,Final,Francisco Cerundolo,Tomas Martin Etcheverry
F,F-01,Final,Francisco Cerundolo,Valentin Vacherot
F,F-01,Final,Fabian Marozsan,Felix Auger-Aliassime
F,F-01,Final,Fabian Marozsan,Gabriel Diallo
F,F-01,Final,Fabian Marozsan,Giovanni Mpetshi Perricard
F,F-01,Final,Fabian Marozsan,Jannik Sinner
F,F-01,Final,Fabian Marozsan,Joao Fonseca
F,F-01,Final,Fabian Marozsan,Karen Khachanov
F,F-01,Final,Fabian Marozsan,Marin Cilic
F,F-01,Final,Fabian Marozsan,Matteo Berrettini
F,F-01,Final,Fabian Marozsan,Moise Kouame
F,F-01,Final,Fabian Marozsan,Nuno Borges
F,F-01,Final,Fabian Marozsan,Qualifier
F,F-01,Final,Fabian Marozsan,Stefanos Tsitsipas
F,F-01,Final,Fabian Marozsan,Tomas Machac
F,F-01,Final,Fabian Marozsan,Ugo Humbert
F,F-01,Final,Fabian Marozsan,Zizou Bergs
F,F-01,Final,Felix Auger-Aliassime,Gael Monfils
F,F-01,Final,Felix Auger-Aliassime,Grigor Dimitrov
F,F-01,Final,Felix Auger-Aliassime,Hubert Hurkacz
F,F-01,Final,Felix Auger-Aliassime,Jakub Mensik
F,F-01,Final,Felix Auger-Aliassime,Jiri Lehecka
F,F-01,Final,Felix Auger-Aliassime,Kamil Majchrzak
F,F-01,Final,Felix Auger-Aliassime,Lorenzo Musetti
F,F-01,Final,Felix Auger-Aliassime,Luciano Darderi
F,F-01,Final,Felix Auger-Aliassime,Miomir Kecmanovic
F,F-01,Final,Felix Auger-Aliassime,Marton Fucsovics
F,F-01,Final,Felix Auger-Aliassime,Qualifier
F,F-01,Final,Felix Auger-Aliassime,Sebastian Baez
F,F-01,Final,Felix Auger-Aliassime,Stan Wawrinka
F,F-01,Final,Felix Auger-Aliassime,Tallon Griekspoor
F,F-01,Final,Felix Auger-Aliassime,Terence Atmane
F,F-01,Final,Felix Auger-Aliassime,Tomas Martin Etcheverry
F,F-01,Final,Felix Auger-Aliassime,Valentin Vacherot
F,F-01,Final,Gabriel Diallo,Gael Monfils
F,F-01,Final,Gabriel Diallo,Grigor Dimitrov
F,F-01,Final,Gabriel Diallo,Hubert Hurkacz
F,F-01,Final,Gabriel Diallo,Jakub Mensik
F,F-01,Final,Gabriel Diallo,Jiri Lehecka
F,F-01,Final,Gabriel Diallo,Kamil Majchrzak
F,F-01,Final,Gabriel Diallo,Lorenzo Musetti
F,F-01,Final,Gabriel Diallo,Luciano Darderi
F,F-01,Final,Gabriel Diallo,Miomir Kecmanovic
F,F-01,Final,Gabriel Diallo,Marton Fucsovics
F,F-01,Final,Gabriel Diallo,Qualifier
F,F-01,Final,Gabriel Diallo,Sebastian Baez
F,F-01,Final,Gabriel Diallo,Stan Wawrinka
F,F-01,Final,Gabriel Diallo,Tallon Griekspoor
F,F-01,Final,Gabriel Diallo,Terence Atmane
F,F-01,Final,Gabriel Diallo,Tomas Martin Etcheverry
F,F-01,Final,Gabriel Diallo,Valentin Vacherot
F,F-01,Final,Gael Monfils,Giovanni Mpetshi Perricard
F,F-01,Final,Gael Monfils,Jannik Sinner
F,F-01,Final,Gael Monfils,Joao Fonseca
F,F-01,Final,Gael Monfils,Karen Khachanov
F,F-01,Final,Gael Monfils,Marin Cilic
F,F-01,Final,Gael Monfils,Matteo Berrettini
F,F-01,Final,Gael Monfils,Moise Kouame
F,F-01,Final,Gael Monfils,Nuno Borges
F,F-01,Final,Gael Monfils,Qualifier
F,F-01,Final,Gael Monfils,Stefanos Tsitsipas
F,F-01,Final,Gael Monfils,Tomas Machac
F,F-01,Final,Gael Monfils,Ugo Humbert
F,F-01,Final,Gael Monfils,Zizou Bergs
F,F-01,Final,Giovanni Mpetshi Perricard,Grigor Dimitrov
F,F-01,Final,Giovanni Mpetshi Perricard,Hubert Hurkacz
F,F-01,Final,Giovanni Mpetshi Perricard,Jakub Mensik
F,F-01,Final,Giovanni Mpetshi Perricard,Jiri Lehecka
F,F-01,Final,Giovanni Mpetshi Perricard,Kamil Majchrzak
F,F-01,Final,Giovanni Mpetshi Perricard,Lorenzo Musetti
F,F-01,Final,Giovanni Mpetshi Perricard,Luciano Darderi
F,F-01,Final,Giovanni Mpetshi Perricard,Miomir Kecmanovic
F,F-01,Final,Giovanni Mpetshi Perricard,Marton Fucsovics
F,F-01,Final,Giovanni Mpetshi Perricard,Qualifier
F,F-01,Final,Giovanni Mpetshi Perricard,Sebastian Baez
F,F-01,Final,Giovanni Mpetshi Perricard,Stan Wawrinka
F,F-01,Final,Giovanni Mpetshi Perricard,Tallon Griekspoor
F,F-01,Final,Giovanni Mpetshi Perricard,Terence Atmane
F,F-01,Final,Giovanni Mpetshi Perricard,Tomas Martin Etcheverry
F,F-01,Final,Giovanni Mpetshi Perricard,Valentin Vacherot
F,F-01,Final,Grigor Dimitrov,Jannik Sinner
F,F-01,Final,Grigor Dimitrov,Joao Fonseca
F,F-01,Final,Grigor Dimitrov,Karen Khachanov
F,F-01,Final,Grigor Dimitrov,Marin Cilic
F,F-01,Final,Grigor Dimitrov,Matteo Berrettini
F,F-01,Final,Grigor Dimitrov,Moise Kouame
F,F-01,Final,Grigor Dimitrov,Nuno Borges
F,F-01,Final,Grigor Dimitrov,Qualifier
F,F-01,Final,Grigor Dimitrov,Stefanos Tsitsipas
F,F-01,Final,Grigor Dimitrov,Tomas Machac
F,F-01,Final,Grigor Dimitrov,Ugo Humbert
F,F-01,Final,Grigor Dimitrov,Zizou Bergs
F,F-01,Final,Hubert Hurkacz,Jannik Sinner
F,F-01,Final,Hubert Hurkacz,Joao Fonseca
F,F-01,Final,Hubert Hurkacz,Karen Khachanov
F,F-01,Final,Hubert Hurkacz,Marin Cilic
F,F-01,Final,Hubert Hurkacz,Matteo Berrettini
F,F-01,Final,Hubert Hurkacz,Moise Kouame
F,F-01,Final,Hubert Hurkacz,Nuno Borges
F,F-01,Final,Hubert Hurkacz,Qualifier
F,F-01,Final,Hubert Hurkacz,Stefanos Tsitsipas
F,F-01,Final,Hubert Hurkacz,Tomas Machac
F,F-01,Final,Hubert Hurkacz,Ugo Humbert
F,F-01,Final,Hubert Hurkacz,Zizou Bergs
F,F-01,Final,Jakub Mensik,Jannik Sinner
F,F-01,Final,Jakub Mensik,Joao Fonseca
F,F-01,Final,Jakub Mensik,Karen Khachanov
F,F-01,Final,Jakub Mensik,Marin Cilic
F,F-01,Final,Jakub Mensik,Matteo Berrettini
F,F-01,Final,Jakub Mensik,Moise Kouame
F,F-01,Final,Jakub Mensik,Nuno Borges
F,F-01,Final,Jakub Mensik,Qualifier
F,F-01,Final,Jakub Mensik,Stefanos Tsitsipas
F,F-01,Final,Jakub Mensik,Tomas Machac
F,F-01,Final,Jakub Mensik,Ugo Humbert
F,F-01,Final,Jakub Mensik,Zizou Bergs
F,F-01,Final,Jannik Sinner,Jiri Lehecka
F,F-01,Final,Jannik Sinner,Kamil Majchrzak
F,F-01,Final,Jannik Sinner,Lorenzo Musetti
F,F-01,Final,Jannik Sinner,Luciano Darderi
F,F-01,Final,Jannik Sinner,Miomir Kecmanovic
F,F-01,Final,Jannik Sinner,Marton Fucsovics
F,F-01,Final,Jannik Sinner,Qualifier
F,F-01,Final,Jannik Sinner,Sebastian Baez
F,F-01,Final,Jannik Sinner,Stan Wawrinka
F,F-01,Final,Jannik Sinner,Tallon Griekspoor
F,F-01,Final,Jannik Sinner,Terence Atmane
F,F-01,Final,Jannik Sinner,Tomas Martin Etcheverry
F,F-01,Final,Jannik Sinner,Valentin Vacherot
F,F-01,Final,Jiri Lehecka,Joao Fonseca
F,F-01,Final,Jiri Lehecka,Karen Khachanov
F,F-01,Final,Jiri Lehecka,Marin Cilic
F,F-01,Final,Jiri Lehecka,Matteo Berrettini
F,F-01,Final,Jiri Lehecka,Moise Kouame
F,F-01,Final,Jiri Lehecka,Nuno Borges
F,F-01,Final,Jiri Lehecka,Qualifier
F,F-01,Final,Jiri Lehecka,Stefanos Tsitsipas
F,F-01,Final,Jiri Lehecka,Tomas Machac
F,F-01,Final,Jiri Lehecka,Ugo Humbert
F,F-01,Final,Jiri Lehecka,Zizou Bergs
F,F-01,Final,Joao Fonseca,Kamil Majchrzak
F,F-01,Final,Joao Fonseca,Lorenzo Musetti
F,F-01,Final,Joao Fonseca,Luciano Darderi
F,F-01,Final,Joao Fonseca,Miomir Kecmanovic
F,F-01,Final,Joao Fonseca,Marton Fucsovics
F,F-01,Final,Joao Fonseca,Qualifier
F,F-01,Final,Joao Fonseca,Sebastian Baez
F,F-01,Final,Joao Fonseca,Stan Wawrinka
F,F-01,Final,Joao Fonseca,Tallon Griekspoor
F,F-01,Final,Joao Fonseca,Terence Atmane
F,F-01,Final,Joao Fonseca,Tomas Martin Etcheverry
F,F-01,Final,Joao Fonseca,Valentin Vacherot
F,F-01,Final,Kamil Majchrzak,Karen Khachanov
F,F-01,Final,Kamil Majchrzak,Marin Cilic
F,F-01,Final,Kamil Majchrzak,Matteo Berrettini
F,F-01,Final,Kamil Majchrzak,Moise Kouame
F,F-01,Final,Kamil Majchrzak,Nuno Borges
F,F-01,Final,Kamil Majchrzak,Qualifier
F,F-01,Final,Kamil Majchrzak,Stefanos Tsitsipas
F,F-01,Final,Kamil Majchrzak,Tomas Machac
F,F-01,Final,Kamil Majchrzak,Ugo Humbert
F,F-01,Final,Kamil Majchrzak,Zizou Bergs
F,F-01,Final,Karen Khachanov,Lorenzo Musetti
F,F-01,Final,Karen Khachanov,Luciano Darderi
F,F-01,Final,Karen Khachanov,Miomir Kecmanovic
F,F-01,Final,Karen Khachanov,Marton Fucsovics
F,F-01,Final,Karen Khachanov,Qualifier
F,F-01,Final,Karen Khachanov,Sebastian Baez
F,F-01,Final,Karen Khachanov,Stan Wawrinka
F,F-01,Final,Karen Khachanov,Tallon Griekspoor
F,F-01,Final,Karen Khachanov,Terence Atmane
F,F-01,Final,Karen Khachanov,Tomas Martin Etcheverry
F,F-01,Final,Karen Khachanov,Valentin Vacherot
F,F-01,Final,Lorenzo Musetti,Marin Cilic
F,F-01,Final,Lorenzo Musetti,Matteo Berrettini
F,F-01,Final,Lorenzo Musetti,Moise Kouame
F,F-01,Final,Lorenzo Musetti,Nuno Borges
F,F-01,Final,Lorenzo Musetti,Qualifier
F,F-01,Final,Lorenzo Musetti,Stefanos Tsitsipas
F,F-01,Final,Lorenzo Musetti,Tomas Machac
F,F-01,Final,Lorenzo Musetti,Ugo Humbert
F,F-01,Final,Lorenzo Musetti,Zizou Bergs
F,F-01,Final,Luciano Darderi,Marin Cilic
F,F-01,Final,Luciano Darderi,Matteo Berrettini
F,F-01,Final,Luciano Darderi,Moise Kouame
F,F-01,Final,Luciano Darderi,Nuno Borges
F,F-01,Final,Luciano Darderi,Qualifier
F,F-01,Final,Luciano Darderi,Stefanos Tsitsipas
F,F-01,Final,Luciano Darderi,Tomas Machac
F,F-01,Final,Luciano Darderi,Ugo Humbert
F,F-01,Final,Luciano Darderi,Zizou Bergs
F,F-01,Final,Marin Cilic,Miomir Kecmanovic
F,F-01,Final,Marin Cilic,Marton Fucsovics
F,F-01,Final,Marin Cilic,Qualifier
F,F-01,Final,Marin Cilic,Sebastian Baez
F,F-01,Final,Marin Cilic,Stan Wawrinka
F,F-01,Final,Marin Cilic,Tallon Griekspoor
F,F-01,Final,Marin Cilic,Terence Atmane
F,F-01,Final,Marin Cilic,Tomas Martin Etcheverry
F,F-01,Final,Marin Cilic,Valentin Vacherot
F,F-01,Final,Matteo Berrettini,Miomir Kecmanovic
F,F-01,Final,Matteo Berrettini,Marton Fucsovics
F,F-01,Final,Matteo Berrettini,Qualifier
F,F-01,Final,Matteo Berrettini,Sebastian Baez
F,F-01,Final,Matteo Berrettini,Stan Wawrinka
F,F-01,Final,Matteo Berrettini,Tallon Griekspoor
F,F-01,Final,Matteo Berrettini,Terence Atmane
F,F-01,Final,Matteo Berrettini,Tomas Martin Etcheverry
F,F-01,Final,Matteo Berrettini,Valentin Vacherot
F,F-01,Final,Miomir Kecmanovic,Moise Kouame
F,F-01,Final,Miomir Kecmanovic,Nuno Borges
F,F-01,Final,Miomir Kecmanovic,Qualifier
F,F-01,Final,Miomir Kecmanovic,Stefanos Tsitsipas
F,F-01,Final,Miomir Kecmanovic,Tomas Machac
F,F-01,Final,Miomir Kecmanovic,Ugo Humbert
F,F-01,Final,Miomir Kecmanovic,Zizou Bergs
F,F-01,Final,Moise Kouame,Marton Fucsovics
F,F-01,Final,Moise Kouame,Qualifier
F,F-01,Final,Moise Kouame,Sebastian Baez
F,F-01,Final,Moise Kouame,Stan Wawrinka
F,F-01,Final,Moise Kouame,Tallon Griekspoor
F,F-01,Final,Moise Kouame,Terence Atmane
F,F-01,Final,Moise Kouame,Tomas Martin Etcheverry
F,F-01,Final,Moise Kouame,Valentin Vacherot
F,F-01,Final,Marton Fucsovics,Nuno Borges
F,F-01,Final,Marton Fucsovics,Qualifier
F,F-01,Final,Marton Fucsovics,Stefanos Tsitsipas
F,F-01,Final,Marton Fucsovics,Tomas Machac
F,F-01,Final,Marton Fucsovics,Ugo Humbert
F,F-01,Final,Marton Fucsovics,Zizou Bergs
F,F-01,Final,Nuno Borges,Qualifier
